Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species, Cells Counted , Cells/L ,SRC_method
02/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,3,600,15000
02/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,2,400,10000
02/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,1,200,5000
02/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,2,400,10000
05/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis,2,400,10000
05/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,2,400,10000
05/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
05/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,3,600,15000
06/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
06/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,2,400,10000
08/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,5,1000,25000
08/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,4,800,20000
08/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,4,800,20000
08/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium oceanicum,5,1000,25000
09/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Alexandrium sp.,5,1000,25000
09/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,4,800,20000
09/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium horridum,4,800,20000
09/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium oceanicum,5,1000,25000
20/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,2,400,10000
20/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,2,400,10000
20/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,2,400,10000
20/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,1,200,5000
20/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,1,200,5000
20/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
22/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
22/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,1,200,5000
23/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,1,200,5000
23/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca,7,1400,35000
23/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
23/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,1,200,5000
23/03/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,3,600,15000
16/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Furca,2,400,10000
16/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
16/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,3,600,15000
17/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis,1,200,5000
17/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp.,2,400,10000
17/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca,2,400,10000
17/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,2,400,10000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp.,1,200,5000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Rhizosolenia,1,200,5000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Furca,1,200,5000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus,5,1000,25000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidinium oceanicum,1,200,5000
18/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Dens,1,200,5000
19/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus,496, 99 200 ,2480000
19/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca,13, 2 600 ,65000
19/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium conicum,1, 200 ,5000
19/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Rhizosolenia,1, 200 ,5000
19/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Other, 6 , 1 200 ,30000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 5 , 1 000 ,25000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Rhizosolenia, 8 , 1 600 ,40000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca, 13 , 2 600 ,65000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium tripos, 1 , 200 ,5000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium conicum, 8 , 1 600 ,40000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium diabolum, 2 , 400 ,10000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus, 1 060 , 212 000 ,5300000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium oceanicum, 1 , 200 ,5000
20/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium dens, 7 , 1 400 ,35000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca, 10 , 2 000 ,50000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium tripos, 1 , 200 ,5000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium conicum, 4 , 800 ,20000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus, 219 , 43 800 ,1095000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pyrophacus sp., 1 , 200 ,5000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium dens, 2 , 400 ,10000
23/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium dens, 4 , 800 ,20000
24/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
24/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Rhizosolenia, 1 , 200 ,5000
24/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca, 5 , 1 000 ,25000
24/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus, 37 , 7 400 ,185000
24/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium dens, 2 , 400 ,10000
25/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca, 3 , 600 ,15000
25/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium conicum, 1 , 200 ,5000
25/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus, 8 , 1 600 ,40000
25/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pyrophacus sp., 1 , 200 ,5000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Rhizosolenia, 1 , 200 ,5000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium furca, 6 , 1 200 ,30000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium tripos, 1 , 200 ,5000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidiium conicum, 3 , 600 ,15000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium fusus, 81 , 16 200 ,405000
26/04/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium dens, 3 , 600 ,15000
21/05/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
21/05/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
21/05/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
21/05/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 15 , 3 000 ,75000
21/05/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Octactis sp., 1 , 200 ,5000
22/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
22/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
22/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 2 , 400 ,10000
22/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 93 , 18 600 ,465000
22/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 1 , 200 ,5000
22/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 2 , 400 ,10000
23/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia, 1 , 200 ,5000
23/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 2 , 400 ,10000
23/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 21 , 4 200 ,105000
23/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 2 , 400 ,10000
23/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
23/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Dense, 1 , 200 ,5000
24/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
24/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
24/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 17 , 3 400 ,85000
24/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 2 , 400 ,10000
25/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia, 2 , 400 ,10000
25/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
25/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium Conicum, 1 , 200 ,5000
25/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium  Fusus, 63 , 12 600 ,315000
28/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
28/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
28/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 7 , 1 400 ,35000
29/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 5 , 1 000 ,25000
29/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 2 , 400 ,10000
30/05/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus, 4 , 800 ,20000
01/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 6 , 1 200 ,30000
01/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 2 , 400 ,10000
01/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 2 , 400 ,10000
04/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
04/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Noctiluca scintillans, 1 , 200 ,5000
04/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium divergens, 2 , 400 ,10000
04/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 38 , 7 600 ,190000
04/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 8 , 1 600 ,40000
05/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
05/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Noctiluca scintillans, 1 , 200 ,5000
05/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium divergens, 1 , 200 ,5000
05/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus, 17 , 3 400 ,85000
05/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Octactis sp., 2 , 400 ,10000
06/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
06/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 2 , 400 ,10000
06/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium divergens, 4 , 800 ,20000
06/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 8 , 1 600 ,40000
07/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 6 , 1 200 ,30000
08/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
08/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 6 , 1 200 ,30000
08/06/2018,08:00,Lorna,Primary sump,5000,1,0.001,Lingulodium polyedrum, 1 , 200 ,5000
18/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 1 , 200 ,5000
19/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
19/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
19/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 34 , 6 800 ,170000
19/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
20/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
20/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 8 , 1 600 ,40000
21/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 12 , 2 400 ,60000
22/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Furca, 2 , 400 ,10000
22/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 11 , 2 200 ,55000
22/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
25/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
25/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 4 , 800 ,20000
25/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
26/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
26/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
26/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 25 , 5 000 ,125000
26/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Lingulodium polyedrum, 1 , 200 ,5000
27/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
27/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
27/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
27/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 1 , 200 ,5000
27/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell, 17 , 3 400 ,85000
28/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Mesodinium Rubrum, 2 , 400 ,10000
28/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 4 , 800 ,20000
28/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Furca, 8 , 1 600 ,40000
29/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
29/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Mesodinium Rubrum, 1 , 200 ,5000
29/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Chaetoceros sp., 3 , 600 ,15000
29/06/2018,08:00,Lorna,Primary Sump,5000,1,0.001,Ceratium Fusus, 4 , 800 ,20000
30/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
30/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
30/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
30/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
30/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum Sigmoides, 1 , 200 ,5000
30/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
31/07/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
01/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 3 , 600 ,15000
01/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 2 , 400 ,10000
01/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
01/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
02/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 4 , 800 ,20000
03/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
03/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca , 1 , 200 ,5000
03/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
06/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 4 , 800 ,20000
06/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia sp., 2 , 400 ,10000
06/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
06/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Nematodinium Armatum, 1 , 200 ,5000
06/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
07/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
07/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia sp., 1 , 200 ,5000
07/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
08/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 3 , 600 ,15000
08/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
08/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 2 , 400 ,10000
09/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
09/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
10/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
10/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 2 , 400 ,10000
10/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
13/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 4 , 800 ,20000
13/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 3 , 600 ,15000
13/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans, 1 , 200 ,5000
13/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
14/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
14/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
14/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
15/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
15/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
16/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
16/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
17/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
17/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans, 1 , 200 ,5000
17/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
20/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 4 , 800 ,20000
20/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
20/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Dinophysis Fortii, 1 , 200 ,5000
20/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
20/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
21/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
21/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 7 , 1 400 ,35000
22/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
22/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
22/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
23/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
23/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
23/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
24/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
24/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
24/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
27/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
27/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia sp., 1 , 200 ,5000
27/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
27/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 1 , 200 ,5000
27/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
28/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 3 , 600 ,15000
28/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans, 1 , 200 ,5000
29/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
30/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
31/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia sp., 2 , 400 ,10000
31/082018,08:00,Lorna,Primary sump,5000,1,0.001,Alexandrium sp., 1 , 200 ,5000
31/08/2018,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans, 1 , 200 ,5000
03/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 4 , 800 ,20000
03/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 7 , 1 400 ,35000
03/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Dinophysis Fortii, 1 , 200 ,5000
03/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
03/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
03/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
04/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
04/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 2 , 400 ,10000
04/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furcs, 1 , 200 ,5000
04/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Fusus, 1 , 200 ,5000
04/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pyrophacus sp., 1 , 200 ,5000
05/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 1 , 200 ,5000
05/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 4 , 800 ,20000
05/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ditylum Brightwell, 1 , 200 ,5000
06/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 2 , 400 ,10000
06/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 2 , 400 ,10000
06/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum, 1 , 200 ,5000
07/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 3 , 600 ,15000
07/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp., 1 , 200 ,5000
07/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium Furca, 1 , 200 ,5000
10/09/2018,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis australis, 4 , 800 ,20000
