RowCode,Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species,Cells Counted,Cells/L,SRC_method
1,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Chaetoceros sp.,2,19,476.1904762
2,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Rhizosolenia sp.,3,29,714.2857143
3,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,7,67,1666.666667
4,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium tripos,2,19,476.1904762
5,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,5,48,1190.47619
6,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium diabolum,5,48,1190.47619
7,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Prorocentrum sigmoides,2,19,476.1904762
8,03/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pyrophacus sp.,4,38,952.3809524
9,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Pseudo-nitzschia australis,1,10,250
10,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Chaetoceros sp.,1,10,250
11,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,8,80,2000
12,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,4,40,1000
13,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium diabolum,4,40,1000
14,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Pyrophacus sp.,4,40,1000
15,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium pellucidum,2,20,500
16,04/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium oceanicum,3,30,750
17,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Chaetoceros sp.,1,11,263.1578947
18,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Ceratium furca,6,63,1578.947368
19,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Ceratium tripos,2,21,526.3157895
20,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Gonyaulax polygramma,28,295,7368.421053
21,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Protoperidinium conicum,7,74,1842.105263
22,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Protoperidinium diabolum,4,42,1052.631579
23,05/01/2017,08:00,Lorna,Primary sump,5000,19,0.019,Prorocentrum sigmoides,1,11,263.1578947
24,06/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,4,40,1000
25,06/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Gonyaulax polygramma,24,240,6000
26,06/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,1,10,250
27,06/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium diabolum,2,20,500
28,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Chaetoceros sp.,2,19,476.1904762
29,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,4,38,952.3809524
30,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium tripos,4,38,952.3809524
31,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,7,67,1666.666667
32,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium diabolum,4,38,952.3809524
33,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Zigabikodinium denticulatum,3,29,714.2857143
34,09/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Prorocentrum sigmoides,1,10,238.0952381
35,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Chaetoceros sp.,3,25,625
36,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,3,25,625
37,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium tripos,2,17,416.6666667
38,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,123,1025,25625
39,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,5,42,1041.666667
40,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium diabolum,2,17,416.6666667
41,10/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Zigabikodinium denticulatum,4,33,833.3333333
42,11/01/2017,08:00,Lorna,Primary sump,5000,27,0.027,Chaetoceros sp.,3,22,555.5555556
43,11/01/2017,08:00,Lorna,Primary sump,5000,27,0.027,Ceratium furca,5,37,925.9259259
44,11/01/2017,08:00,Lorna,Primary sump,5000,27,0.027,Gonyaulax polygramma,44,326,8148.148148
45,11/01/2017,08:00,Lorna,Primary sump,5000,27,0.027,Protoperidinium conicum,5,37,925.9259259
46,11/01/2017,08:00,Lorna,Primary sump,5000,27,0.027,Protoperidinium diabolum,7,52,1296.296296
47,11/01/2017,08:00,Lorna,Primary sump,5000,27,0.027,Protoperidinium oceanicum,2,15,370.3703704
48,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pseudo-nitzschia australis,7,67,1666.666667
49,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Alexandrium sp.,7,67,1666.666667
50,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,21,200,5000
51,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium tripos,4,38,952.3809524
52,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax spinifera,4,38,952.3809524
53,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,14,133,3333.333333
54,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium diabolum,7,67,1666.666667
55,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Scrippsiella trochoidea,4,38,952.3809524
56,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Zigabikodinium denticulatum,10,95,2380.952381
57,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Prorocentrum sigmoides,4,38,952.3809524
58,12/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium oceanicum,4,38,952.3809524
59,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pseudo-nitzschia australis,7,67,1666.666667
60,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,17,162,4047.619048
61,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium tripos,7,67,1666.666667
62,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,304,2895,72380.95238
63,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax spinifera,12,114,2857.142857
64,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Karenia cristata,12,114,2857.142857
65,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,14,133,3333.333333
66,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Scrippsiella trochoidea,14,133,3333.333333
67,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Zigabikodinium denticulatum,13,124,3095.238095
68,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Prorocentrum sigmoides,4,38,952.3809524
69,13/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium oceanicum,7,67,1666.666667
70,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Chaetoceros sp.,4,38,952.3809524
71,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,166,1581,39523.80952
72,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,1319,12562,314047.619
73,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax spinifera,21,200,5000
74,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,394,3752,93809.52381
75,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Scrippsiella trochoidea,19,181,4523.809524
76,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Zigabikodinium denticulatum,21,200,5000
77,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium oceanicum,18,171,4285.714286
78,16/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Lingulodinium polyedra,226,2152,53809.52381
79,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Chaetoceros sp.,1,8,208.3333333
80,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,110,917,22916.66667
81,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium tripos,1,8,208.3333333
82,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,496,4133,103333.3333
83,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax spinifera,17,142,3541.666667
84,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Karenia cristata,4,33,833.3333333
85,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,96,800,20000
86,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium diabolum,9,75,1875
87,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Scrippsiella trochoidea,7,58,1458.333333
88,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Prorocentrum micans,2,17,416.6666667
89,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Pyrophacus sp.,4,33,833.3333333
90,17/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Lingulodinium polyedra,180,1500,37500
91,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Chaetoceros sp.,1,10,238.0952381
92,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,24,229,5714.285714
93,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium tripos,4,38,952.3809524
94,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,159,1514,37857.14286
95,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax spinifera,12,114,2857.142857
96,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,29,276,6904.761905
97,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium diabolum,4,38,952.3809524
98,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Zigabikodinium denticulatum,7,67,1666.666667
99,18/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Lingulodinium polyedra,29,276,6904.761905
100,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Pseudo-nitzschia australis,7,58,1458.333333
101,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,59,492,12291.66667
102,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,1253,10442,261041.6667
103,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Karenia cristata,12,100,2500
104,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,15,125,3125
105,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium diabolum,4,33,833.3333333
106,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Scrippsiella trochoidea,14,117,2916.666667
107,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium oceanicum,11,92,2291.666667
108,19/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Lingulodinium polyedra,65,542,13541.66667
109,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,42,350,8750
110,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium tripos,2,17,416.6666667
111,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,1979,16492,412291.6667
112,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Noctiluca scintillans,5,42,1041.666667
113,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,1160,9667,241666.6667
114,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium diabolum,1,8,208.3333333
115,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Zigabikodinium denticulatum,1,8,208.3333333
116,20/01/2017,08:00,Lorna,Primary sump,5000,24,0.024,Lingulodinium polyedra,4,33,833.3333333
117,30/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Pseudo-nitzschia australis,1,10,250
118,30/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,20,200,5000
119,30/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Gonyaulax polygramma,20,200,5000
120,30/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,61,610,15250
121,30/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium diabolum,2,20,500
122,30/01/2017,08:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,1,10,250
123,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pseudo-nitzschia australis,2,19,476.1904762
124,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,14,133,3333.333333
125,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium tripos,3,29,714.2857143
126,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,11,105,2619.047619
127,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,79,752,18809.52381
128,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium diabolum,4,38,952.3809524
129,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pyrophacus sp.,2,19,476.1904762
130,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium oceanicum,2,19,476.1904762
131,31/01/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium dens,9,86,2142.857143
132,01/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,17,162,4047.619048
133,01/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,29,276,6904.761905
134,01/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,135,1286,32142.85714
135,01/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium dens,10,95,2380.952381
136,02/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,22,183,4583.333333
137,02/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,26,217,5416.666667
138,02/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,119,992,24791.66667
139,02/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium dens,13,108,2708.333333
140,03/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pseudo-nitzschia australis,3,29,714.2857143
141,03/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,2,19,476.1904762
142,03/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,4,38,952.3809524
143,03/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,8,76,1904.761905
144,03/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium dens,2,19,476.1904762
145,06/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,27,270,6750
146,06/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Gonyaulax polygramma,72,720,18000
147,06/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,58,580,14500
148,06/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Pyrophacus sp.,1,10,250
149,06/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Ceratium dens,2,20,500
150,07/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,2,19,476.1904762
151,07/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,3,29,714.2857143
152,07/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,7,67,1666.666667
153,07/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Pyrophacus sp.,2,19,476.1904762
154,07/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium dens,2,19,476.1904762
155,08/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,14,117,2916.666667
156,08/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,2,17,416.6666667
157,08/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,14,117,2916.666667
158,08/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium dens,1,8,208.3333333
159,09/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,45,429,10714.28571
160,09/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,32,305,7619.047619
161,09/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,57,543,13571.42857
162,09/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium dens,2,19,476.1904762
163,10/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,7,67,1666.666667
164,10/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,8,76,1904.761905
165,10/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,12,114,2857.142857
166,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Pseudo-nitzschia australis,2,17,416.6666667
167,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,63,525,13125
168,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,16,133,3333.333333
169,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,89,742,18541.66667
170,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium diabolum,4,33,833.3333333
171,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Prorocentrum micans,4,33,833.3333333
172,13/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium oceanicum,12,100,2500
173,14/02/2017,08:00,Lorna,Primary sump,5000,22,0.022,Ceratium furca,12,109,2727.272727
174,14/02/2017,08:00,Lorna,Primary sump,5000,22,0.022,Gonyaulax polygramma,59,536,13409.09091
175,14/02/2017,08:00,Lorna,Primary sump,5000,22,0.022,Protoperidinium conicum,14.6,133,3318.181818
176,14/02/2017,08:00,Lorna,Primary sump,5000,22,0.022,Protoperidinium diabolum,2,18,454.5454545
177,14/02/2017,08:00,Lorna,Primary sump,5000,22,0.022,Protoperidinium oceanicum,12,109,2727.272727
178,15/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,2,19,476.1904762
179,15/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,5,48,1190.47619
180,15/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,6,57,1428.571429
181,15/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Prorocentrum micans,4,38,952.3809524
182,16/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,1,10,250
183,16/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,1,10,250
184,17/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Chaetoceros sp.,1,10,250
185,17/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Gonyaulax polygramma,2,20,500
186,17/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,13,130,3250
187,17/02/2017,08:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,1,10,250
188,20/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,47,392,9791.666667
189,20/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,12,100,2500
190,20/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium diabolum,1,8,208.3333333
191,20/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Prorocentrum micans,1,8,208.3333333
192,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,8,76,1904.761905
193,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,30,286,7142.857143
194,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium conicum,29,276,6904.761905
195,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium diabolum,1,10,238.0952381
196,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Prorocentrum micans,2,19,476.1904762
197,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium fusus,6,57,1428.571429
198,21/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Protoperidinium oceanicum,4,38,952.3809524
199,22/02/2017,08:00,Lorna,Primary sump,5000,19,0.019,Ceratium furca,1,11,263.1578947
200,22/02/2017,08:00,Lorna,Primary sump,5000,19,0.019,Gonyaulax polygramma,3,32,789.4736842
201,22/02/2017,08:00,Lorna,Primary sump,5000,19,0.019,Protoperidinium conicum,4,42,1052.631579
202,22/02/2017,08:00,Lorna,Primary sump,5000,19,0.019,Prorocentrum micans,1,11,263.1578947
203,23/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Ceratium furca,2,17,416.6666667
204,23/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Gonyaulax polygramma,4,33,833.3333333
205,23/02/2017,08:00,Lorna,Primary sump,5000,24,0.024,Protoperidinium conicum,2,17,416.6666667
206,24/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Ceratium furca,2,19,476.1904762
207,24/02/2017,08:00,Lorna,Primary sump,5000,21,0.021,Gonyaulax polygramma,2,19,476.1904762
208,27/02/2017,08:00,Lorna,Primary sump,5000,1,0.001,Pseudo-nitzschia australis,1,200,5000
209,27/02/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,4,800,20000
210,27/02/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,6,1200,30000
211,28/02/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,2,400,10000
212,28/02/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax spinifera,2,400,10000
213,28/02/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,2,400,10000
214,01/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,31,6200,155000
215,01/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,39,7800,195000
216,01/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans,2,400,10000
217,01/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium oceanicum,5,1000,25000
218,02/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,21,4200,105000
219,02/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,31,6200,155000
220,02/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,5,1000,25000
221,02/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium oceanicum,2,400,10000
222,03/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,45,9000,225000
223,03/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,33,6600,165000
224,03/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,11,2200,55000
225,03/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Pyrophacus sp.,1,200,5000
226,03/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium oceanicum,6,1200,30000
227,06/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Rhizosolenia sp.,1,200,5000
228,06/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,4,800,20000
229,06/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,2,400,10000
230,06/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,4,800,20000
231,06/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,4,800,20000
232,07/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,5,1000,25000
233,07/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,2,400,10000
234,07/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,6,1200,30000
235,07/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans,1,200,5000
236,07/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,3,600,15000
237,08/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,43,8600,215000
238,08/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,112,22400,560000
239,08/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,26,5200,130000
240,08/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,1,200,5000
241,08/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans,3,600,15000
242,08/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,2,400,10000
243,09/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,19,3800,95000
244,09/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,28,5600,140000
245,09/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,43,8600,215000
246,09/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Prorocentrum micans,2,400,10000
247,09/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,3,600,15000
248,10/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,1,200,5000
249,10/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,2,400,10000
250,10/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,10,2000,50000
251,10/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,1,200,5000
252,13/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,3,600,15000
253,13/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,4,800,20000
254,14/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,5,1000,25000
255,14/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,1,200,5000
256,14/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,1,200,5000
257,15/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Gonyaulax polygramma,1,200,5000
258,16/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Chaetoceros sp.,2,400,10000
259,16/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,7,1400,35000
260,16/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium fusus,1,200,5000
261,17/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Ceratium furca,5,1000,25000
262,17/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium conicum,3,600,15000
263,17/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Protoperidinium diabolum,1,200,5000
264,20/03/2017,08:00,Lorna,Primary sump,5000,1,0.001,Alexandrium sp.,2,400,10000
