Sample,Date,Time,Counted by:,Site,Weather,DO (mg/L),Saturation (%),Temperature (⁰C),Volume Filtered (ml),Frames counted,Volume counted,Species,Classification,Cells Counted,Cells/L
400,25/02/2019,03:00:00,Pertunia,After Drumfilter,,7.36,71.6,14.3,,20,,Coscinodiscus granii,Diatom,4,200
401,25/02/2019,05:00:00,Pertunia,Primary sump,,8.75,84.2,13.7,,20,,Coscinodiscus granii,Diatom,2,100
402,25/02/2019,05:00:00,Pertunia,After Drumfilter,,7.75,74.7,13.7,,20,,Coscinodiscus granii,Diatom,3,150
403,25/02/2019,06:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,3,150
572,04/03/2019,13:00:00,Pertunia,Primary sump,,9.4,96.3,16.6,,20,,Coscinodiscus granii,Diatom,2,100
573,04/03/2019,13:00:00,Pertunia,After Drumfilter,,7.81,79.8,16.5,,20,,Coscinodiscus granii,Diatom,3,150
959,26/03/2019,18:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,2,500
961,26/03/2019,07:20:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,1,250
962,26/03/2019,07:25:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Coscinodiscus granii,Diatom,1,250
981,27/03/2019,18:30:00,Pertunia,After Drumfilter,,,NA,10,,20,,Coscinodiscus granii,Diatom,1,250
1187,02/06/2019,09:00:00,Pertunia,Primary sump,,,NA,14,,20,,Coscinodiscus granii,Diatom,4,1000
1188,03/05/2019,09:00:00,Pertunia,Primary sump,,10.39,102.5,14.7,,20,,Coscinodiscus granii,Diatom,7,1750
1190,09/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,3,750
1191,10/05/2019,09:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,1,250
1193,21/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,3,750
1197,29/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,1,250
1198,03/06/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,18,4500
1199,05/06/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,125,,Coscinodiscus granii,Diatom,1,40
1200,06/06/2019,12:00:00,Pertunia,Primary sump,,,NA,NA,,125,,Coscinodiscus granii,Diatom,9,360
1201,07/06/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,8,,Coscinodiscus granii,Diatom,3,1875
1202,12/06/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,63,,Coscinodiscus granii,Diatom,1,79
1203,13/06/2019,08:00:00,Pertunia,Primary sump,,,NA,14.7,,45,,Coscinodiscus granii,Diatom,4,444
1204,14/06/2019,08:00:00,Pertunia,Primary sump,,,NA,14.8,,16,,Coscinodiscus granii,Diatom,1,313
1217,17/07/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,15,3750
1219,19/07/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,20,5000
1220,22/07/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,10,2500
1222,24/07/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,1,250
1223,25/07/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,4,1000
1224,26/07/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,20,,Coscinodiscus granii,Diatom,4,1000
1225,29/07/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,2,,Coscinodiscus granii,Diatom,2,5000
1226,30/07/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,5,,Coscinodiscus granii,Diatom,3,3000
1227,31/07/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,8,,Coscinodiscus granii,Diatom,6,3750
1228,01/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,7,,Coscinodiscus granii,Diatom,6,4286
1229,02/08/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,32,4000
1230,05/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,5,625
1231,06/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,5,625
1232,07/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,4,500
1233,08/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,6,750
1234,12/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,3,375
1235,13/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,177,4425
1236,14/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,30,,Coscinodiscus granii,Diatom,3,100
1237,15/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,7,,Coscinodiscus granii,Diatom,1,143
1238,16/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,10,,Coscinodiscus granii,Diatom,4,400
1239,19/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,9,,Coscinodiscus granii,Diatom,2,222
1241,21/08/2019,08:00:00,Jan,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,93,930
1242,22/08/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,50,,Coscinodiscus granii,Diatom,8,160
1243,23/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,93,930
1247,28/08/2019,14:00:00,Pertunia,Primary sump,,,NA,NA,,328,,Coscinodiscus granii,Diatom,29,88
1248,29/08/2019,08:00:00,Lorna,Primary sump,,,NA,NA,,24,,Coscinodiscus granii,Diatom,4,167
1249,30/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,35,875
1250,02/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,30,1000
1251,03/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,24,600
1252,04/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,13,650
1253,05/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,26,867
1254,06/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,39,1300
1255,09/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,27,900
1256,10/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,11,550
1257,11/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,22,550
1258,12/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,14,350
1259,13/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,32,1067
1260,16/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,12,400
1261,17/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,17,425
1262,18/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,19,633
1263,19/09/2019,14:30:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,26,867
1264,20/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,23,767
1265,23/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,22,550
1266,25/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,27,675
1267,26/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,11,367
1268,27/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Coscinodiscus granii,Diatom,6,150
1269,30/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,14,467
1270,01/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,13,433
1273,02/10/2019,16:00:00,Lorna,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,16,533
1276,04/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,5,167
1277,07/10/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,37,,Coscinodiscus granii,Diatom,3,405
1278,08/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,13,433
1279,09/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,10,500
1280,10/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,9,450
1281,11/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,15,750
1282,14/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Coscinodiscus granii,Diatom,14,467
1283,15/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,10,500
1284,16/10/2019,08:00:00,Jan,Primary sump,,,NA,NA,,50,,Coscinodiscus granii,Diatom,4,400
1289,23/10/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,30,,Coscinodiscus granii,Diatom,6,1000
1290,24/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Coscinodiscus granii,Diatom,7,350
1291,25/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Coscinodiscus granii,Diatom,6,600
1292,28/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,33,,Coscinodiscus granii,Diatom,8,1212
1293,29/10/2019,08:00:00,Jan,Primary sump,,,NA,NA,,66,,Coscinodiscus granii,Diatom,20,1515
1294,30/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,49,,Coscinodiscus granii,Diatom,12,1224
1295,31/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,39,,Coscinodiscus granii,Diatom,7,897
1296,01/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,48,,Coscinodiscus granii,Diatom,6,625
1297,04/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Coscinodiscus granii,Diatom,9,900
1298,05/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,23,,Coscinodiscus granii,Diatom,1,217
1299,06/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,43,,Coscinodiscus granii,Diatom,9,1047
1300,07/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,43,,Coscinodiscus granii,Diatom,7,814
1301,08/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,42,,Coscinodiscus granii,Diatom,3,357
1302,11/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,40,,Coscinodiscus granii,Diatom,3,375
1303,12/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,36,,Coscinodiscus granii,Diatom,3,417
1304,13/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,34,,Coscinodiscus granii,Diatom,1,147
1305,14/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,35,,Coscinodiscus granii,Diatom,8,1143
1306,14/11/2019,16:00:00,Kabelo,Primary sump,,,NA,NA,,52,,Coscinodiscus granii,Diatom,4,385
1307,15/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,57,,Coscinodiscus granii,Diatom,11,965
1308,18/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Coscinodiscus granii,Diatom,128,12800
1309,19/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Coscinodiscus granii,Diatom,88,8800
1310,20/11/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,54,,Coscinodiscus granii,Diatom,162,15000
1311,20/11/2019,12:00:00,Pertunia,Primary sump,,,NA,NA,,32,,Coscinodiscus granii,Diatom,142,22188
1313,20/11/2019,15:00:00,Pertunia,Primary sump,,9.55,97.8,16.8,,20,,Coscinodiscus granii,Diatom,60,15000
1315,21/11/2019,08:00:00,Kabelo,Primary sump,,,NA,14.8,,72,,Coscinodiscus granii,Diatom,111,7708
1317,22/11/2019,08:00:00,Kabelo,Primary sump,,9.5,96.6,15.8,,53,,Coscinodiscus granii,Diatom,47,4434
1319,25/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Coscinodiscus granii,Diatom,6,638
1320,27/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,33,,Coscinodiscus granii,Diatom,5,758
1321,28/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Coscinodiscus granii,Diatom,1,106
1322,29/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,39,,Coscinodiscus granii,Diatom,4,513
1323,02/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,36,,Coscinodiscus granii,Diatom,4,556
1324,03/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,43,,Coscinodiscus granii,Diatom,3,349
1325,04/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Coscinodiscus granii,Diatom,1,106
1326,05/12/2019,12:45:00,Kabelo,Primary sump,,,NA,NA,,41,,Coscinodiscus granii,Diatom,11,1341
1327,06/12/2019,08:00:00,Justin,Primary sump,,,NA,NA,,30,,Coscinodiscus granii,Diatom,20,3333
1328,09/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,29,,Coscinodiscus granii,Diatom,5,862
1329,10/12/2019,08:00:00,Kabelo,Primary sump,,9.93,95.6,12.9,,41,,Coscinodiscus granii,Diatom,8,976
1330,11/12/2019,08:00:00,Kabelo,Primary sump,,9.53,93,13.4,,28,,Coscinodiscus granii,Diatom,6,1071
1331,12/12/2019,08:00:00,Pertunia,Primary sump,,,NA,11.9,,67,,Coscinodiscus granii,Diatom,8,597
1332,12/12/2019,12:00:00,Keenan,Primary sump,,,NA,NA,,25,,Coscinodiscus granii,Diatom,9,1800
1333,13/12/2019,08:00,Kabelo,Primary sump,,10.5,107,14.5,,30,,Coscinodiscus granii,Diatom,4,666.6666667
1334,17/12/2019,08:00,Kabelo,Primary sump,,9.87,105,16.8,,67,,Coscinodiscus granii,Diatom,9,671.641791
1336,18/12/2019,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,,62,,Coscinodiscus granii,Diatom,10,806.4516129
1337,19/12/2019,08:30,Justin,Primary sump,,11.76,116.6,16.8,,80,,Coscinodiscus granii,Diatom,36,2250
1338,20/12/2019,07:40,Peter,Primary sump,,9.79,104.8,17.8,,4,,Coscinodiscus granii,Diatom,1,1250
1339,23/12/2019,08:00,Pertunia,Primary sump,,8.27,94.1,18.7,,34,,Coscinodiscus granii,Diatom,11,1617.647059
1340,24/12/2019,08:00,Pertunia,Primary sump,,NA,NA,NA,,37,,Coscinodiscus granii,Diatom,6,810.8108108
1341,27/12/2019,08:00,Pertunia,Primary sump,,NA,NA,NA,,37,,Coscinodiscus granii,Diatom,15,2027.027027
1342,30/12/2019,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,,71,,Coscinodiscus granii,Diatom,19,1338.028169
1343,31/12/2019,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,,58,,Coscinodiscus granii,Diatom,21,1810.344828
1344,02/01/2020,08:00,Kabelo,Primary sump,,9.12,96.8,18.2,,45,,Coscinodiscus granii,Diatom,12,1333.333333
1345,02/01/2020,16:30,Kabelo,Primary sump,,9.79,103.7,18.3,,63,,Coscinodiscus granii,Diatom,40,3174.603175
1346,03/01/2020,08:00,Kabelo,Primary sump,,9.89,103.4,16.6,,56,,Coscinodiscus granii,Diatom,33,2946.428571
1362,27/01/2020,07:45,Kabelo,Primary sump,,NA,NA,13,,100,,Coscinodiscus granii,Diatom,63,3150
1364,28/01/2020,07:42,Kabelo,Primary sump,,NA,NA,15,,126,,Coscinodiscus granii,Diatom,128,5079.365079
1365,29/01/2020,07:45,Lorna,Primary sump,,NA,NA,16,,200,,Coscinodiscus granii,Diatom,22,550
1368,31/01/2020,08:30,Pertunia,Primary sump,,NA,NA,12,,200,,Coscinodiscus granii,Diatom,137,3425
,08/02/2018,14:00,Nuette,Primary sump,Sunny,,,,5000,15,0.015,Cyclotella,Diatom,2,26.66666667
1282,14/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Cylindrotheca closterium,Diatom,1,33
1283,15/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Cylindrotheca closterium,Diatom,1,50
1290,24/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Cylindrotheca closterium,Diatom,1,50
1292,28/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,33,,Cylindrotheca closterium,Diatom,1,152
1301,08/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,42,,Cylindrotheca closterium,Diatom,1,119
1303,12/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,36,,Cylindrotheca closterium,Diatom,5,694
1304,13/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,34,,Cylindrotheca closterium,Diatom,1,147
1305,14/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,35,,Cylindrotheca closterium,Diatom,4,571
1319,25/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Cylindrotheca closterium,Diatom,3,319
1321,28/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Cylindrotheca closterium,Diatom,1,106
1362,27/01/2020,07:45,Kabelo,Primary sump,,NA,NA,13,,100,,Cylindrotheca closterium,Diatom,5,250
1364,28/01/2020,07:42,Kabelo,Primary sump,,NA,NA,15,,126,,Cylindrotheca closterium,Diatom,1,39.68253968
458,26/02/2019,18:00:00,Pertunia,Primary sump,,8.87,89,15.8,,20,,Cyst,Various,80,4000
459,26/02/2019,18:00:00,Pertunia,After Drumfilter,,8.6,88.3,16.9,,10,,Cyst,Various,1,100
461,26/02/2019,18:00:00,Pertunia,Seaview effluent,,8.88,98.9,17.5,,15,,Cyst,Various,1,67
474,26/02/2019,20:00:00,Pertunia,After Drumfilter,,,NA,NA,,5,,Cyst,Various,2,400
476,26/02/2019,22:30:00,Pertunia,After Drumfilter,,,NA,NA,,5,,Cyst,Various,6,1200
538,01/03/2019,08:00:00,Pertunia,After Drumfilter,,8.91,88.4,15.9,,10,,Cyst,Various,3,300
570,04/03/2019,08:00:00,Pertunia,Primary sump,,9.43,98.9,17.3,,20,,Cyst,Various,8,400
571,04/03/2019,08:00:00,Pertunia,After Drumfilter,,9.17,95,17,,20,,Cyst,Various,6,300
572,04/03/2019,13:00:00,Pertunia,Primary sump,,9.4,96.3,16.6,,20,,Cyst,Various,9,450
573,04/03/2019,13:00:00,Pertunia,After Drumfilter,,7.81,79.8,16.5,,20,,Cyst,Various,1,50
574,04/03/2019,17:00:00,Pertunia,Primary sump,,9.12,94.8,17.4,,20,,Cyst,Various,11,550
575,04/03/2019,17:00:00,Pertunia,After Drumfilter,,8.12,83.9,17.2,,20,,Cyst,Various,11,550
959,26/03/2019,18:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,4,1000
960,26/03/2019,18:05:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Cyst,Various,3,750
961,26/03/2019,07:20:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,1,250
962,26/03/2019,07:25:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Cyst,Various,2,500
963,26/03/2019,08:20:00,Pertunia,Primary sump,,,NA,10,,20,,Cyst,Various,3,750
964,26/03/2019,08:25:00,Pertunia,After Drumfilter,,,NA,10,,20,,Cyst,Various,2,500
965,26/03/2019,09:20:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,2,500
966,26/03/2019,09:25:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Cyst,Various,5,1250
967,26/03/2019,23:20:00,Pertunia,Primary sump,,,NA,10,,20,,Cyst,Various,2,500
968,26/03/2019,23:25:00,Pertunia,After Drumfilter,,,NA,10,,20,,Cyst,Various,4,1000
980,27/03/2019,18:30:00,Pertunia,Primary sump,,,NA,10,,20,,Cyst,Various,1,250
981,27/03/2019,18:30:00,Pertunia,After Drumfilter,,,NA,10,,20,,Cyst,Various,1,250
988,27/03/2019,23:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,1,250
989,27/03/2019,23:00:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Cyst,Various,1,250
1020,29/03/2019,07:40:00,Pertunia,Primary sump,,,NA,14,,20,,Cyst,Various,2,500
1021,29/03/2019,07:40:00,Pertunia,After Drumfilter,,,NA,15,,20,,Cyst,Various,2,500
1022,29/03/2019,09:30:00,Pertunia,Primary sump,,,NA,14,,20,,Cyst,Various,1,250
1093,01/04/2019,19:45:00,Sarah,Larvae,,,NA,NA,,20,,Cyst,Various,3,750
1186,30/04/2019,09:30:00,Pertunia,Primary sump,,8.62,88.1,13.7,,20,,Cyst,Various,8,2000
1187,02/06/2019,09:00:00,Pertunia,Primary sump,,,NA,14,,20,,Cyst,Various,1,250
1188,03/05/2019,09:00:00,Pertunia,Primary sump,,10.39,102.5,14.7,,20,,Cyst,Various,3,750
1190,09/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,1,250
1191,10/05/2019,09:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,3,750
1192,20/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,5,1250
1193,21/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,1,250
1199,05/06/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,125,,Cyst,Various,69,2760
1200,06/06/2019,12:00:00,Pertunia,Primary sump,,,NA,NA,,125,,Cyst,Various,7,280
1201,07/06/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,8,,Cyst,Various,1,625
1219,19/07/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Cyst,Various,3,750
1310,20/11/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,54,,Cyst,Various,1,93
1353,14/01/2020,08:00,Kabelo,Primary sump,,NA,NA,17,,85,,Cyst,Various,3,176.4705882
1362,27/01/2020,07:45,Kabelo,Primary sump,,NA,NA,13,,100,,Cyst,Various,1,50
1364,28/01/2020,07:42,Kabelo,Primary sump,,NA,NA,15,,126,,Cyst,Various,8,317.4603175
1370,03/02/2020,13:25,Kabelo,Primary sump,,NA,NA,13,,200,,Cyst,Various,1,25
1375,10/02/2020,07:55,Kabelo,Primary sump,,NA,NA,12,,200,,Cyst,Various,2,50
1376,11/02/2020,07:45,Kabelo,Primary sump,,NA,NA,10.5,,200,,Cyst,Various,5,125
1378,13/02/2020,07:43,Kabelo,Primary sump,,NA,NA,11,,200,,Cyst,Various,3,75
1380,17/02/2020,07:46,Kabelo,Primary sump,,NA,NA,14,,200,,Cyst,Various,2,50
1381,18/02/2020,07:50,Kabelo,Primary sump,,NA,NA,14,,200,,Cyst,Various,1,25
1383,20/02/2020,08:05,Kabelo,Primary sump,,NA,NA,14,,200,,Cyst,Various,2,50
1385,24/02/2020,07:40,Kabelo,Primary sump,,NA,NA,11.9,,200,,Cyst,Various,1,25
1386,25/02/2020,07:44,Kabelo,Primary sump,,NA,NA,11,,200,,Cyst,Various,2,50
1393,05/03/2020,07:57,Peter,Primary sump,,NA,NA,11,,200,,Cyst,Various,1,25
20,24/01/2019,15:09:00,Pertunia,Primary sump,,,NA,NA,,20,,Dictyocha Sp.,Dictyochophyceae,1,50
45,05/02/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Dictyocha Sp.,Dictyochophyceae,1,50
49,07/02/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Dictyocha Sp.,Dictyochophyceae,1,50
1241,21/08/2019,08:00:00,Jan,Primary sump,,,NA,NA,,100,,Dictyocha Sp.,Dictyochophyceae,3,30
1243,23/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Dictyocha Sp.,Dictyochophyceae,4,40
1244,26/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Dictyocha Sp.,Dictyochophyceae,10,50
1245,27/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Dictyocha Sp.,Dictyochophyceae,4,40
1247,28/08/2019,14:00:00,Pertunia,Primary sump,,,NA,NA,,328,,Dictyocha Sp.,Dictyochophyceae,2,6
1249,30/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Dictyocha Sp.,Dictyochophyceae,11,275
1250,02/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,8,267
1251,03/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Dictyocha Sp.,Dictyochophyceae,6,150
1252,04/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Dictyocha Sp.,Dictyochophyceae,4,200
1253,05/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,13,433
1254,06/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,20,667
1255,09/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,2,67
1256,10/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Dictyocha Sp.,Dictyochophyceae,1,50
1257,11/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Dictyocha Sp.,Dictyochophyceae,6,150
1259,13/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,3,100
1260,16/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,1,33
1263,19/09/2019,14:30:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,1,33
1265,23/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Dictyocha Sp.,Dictyochophyceae,2,50
1266,25/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Dictyocha Sp.,Dictyochophyceae,3,75
1267,26/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,1,33
1269,30/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,1,33
1270,01/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,1,33
1273,02/10/2019,16:00:00,Lorna,Primary sump,,,NA,NA,,150,,Dictyocha Sp.,Dictyochophyceae,1,33
1281,11/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Dictyocha Sp.,Dictyochophyceae,1,50
