Sample,Date,Time,Counted by:,Site,Weather,DO (mg/L),Saturation (%),Temperature (⁰C),Volume Filtered (ml),Frames counted,Volume counted,Species,Classification,Cells Counted,Cells/L
1306,14/11/2019,16:00:00,Kabelo,Primary sump,,,NA,NA,,52,,Navicula sp.,Diatom,1,96
1307,15/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,57,,Navicula sp.,Diatom,4,351
1308,18/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Navicula sp.,Diatom,3,300
1309,19/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Navicula sp.,Diatom,2,200
1310,20/11/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,54,,Navicula sp.,Diatom,3,278
1315,21/11/2019,08:00:00,Kabelo,Primary sump,,,NA,14.8,,72,,Navicula sp.,Diatom,3,208
1317,22/11/2019,08:00:00,Kabelo,Primary sump,,9.5,96.6,15.8,,53,,Navicula sp.,Diatom,1,94
1319,25/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Navicula sp.,Diatom,3,319
1320,27/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,33,,Navicula sp.,Diatom,2,303
1321,28/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Navicula sp.,Diatom,3,319
1322,29/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,39,,Navicula sp.,Diatom,1,128
1323,02/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,36,,Navicula sp.,Diatom,4,556
1324,03/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,43,,Navicula sp.,Diatom,4,465
1325,04/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Navicula sp.,Diatom,5,532
1326,05/12/2019,12:45:00,Kabelo,Primary sump,,,NA,NA,,41,,Navicula sp.,Diatom,5,610
1327,06/12/2019,08:00:00,Justin,Primary sump,,,NA,NA,,30,,Navicula sp.,Diatom,5,833
1328,09/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,29,,Navicula sp.,Diatom,3,517
1329,10/12/2019,08:00:00,Kabelo,Primary sump,,9.93,95.6,12.9,,41,,Navicula sp.,Diatom,13,1585
1330,11/12/2019,08:00:00,Kabelo,Primary sump,,9.53,93,13.4,,28,,Navicula sp.,Diatom,5,893
1331,12/12/2019,08:00:00,Pertunia,Primary sump,,,NA,11.9,,67,,Navicula sp.,Diatom,5,373
1332,12/12/2019,12:00:00,Keenan,Primary sump,,,NA,NA,,25,,Navicula sp.,Diatom,2,400
1333,13/12/2019,08:00,Kabelo,Primary sump,,10.5,107,14.5,,30,,Navicula sp.,Diatom,2,333.3333333
1334,17/12/2019,08:00,Kabelo,Primary sump,,9.87,105,16.8,,67,,Navicula sp.,Diatom,4,298.5074627
1337,19/12/2019,08:30,Justin,Primary sump,,11.76,116.6,16.8,,80,,Navicula sp.,Diatom,12,750
1338,20/12/2019,07:40,Peter,Primary sump,,9.79,104.8,17.8,,4,,Navicula sp.,Diatom,1,1250
1339,23/12/2019,08:00,Pertunia,Primary sump,,8.27,94.1,18.7,,34,,Navicula sp.,Diatom,4,588.2352941
1340,24/12/2019,08:00,Pertunia,Primary sump,,NA,NA,NA,,37,,Navicula sp.,Diatom,1,135.1351351
1341,27/12/2019,08:00,Pertunia,Primary sump,,NA,NA,NA,,37,,Navicula sp.,Diatom,11,1486.486486
1342,30/12/2019,08:00,Kabelo,Primary sump,,8.44,94.5,20.7,,71,,Navicula sp.,Diatom,2,140.8450704
1343,31/12/2019,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,,58,,Navicula sp.,Diatom,3,258.6206897
1344,02/01/2020,08:00,Kabelo,Primary sump,,9.12,96.8,18.2,,45,,Navicula sp.,Diatom,9,1000
1347,06/01/2020,07:50,Justin,Primary sump,,9.8,105.9,18.6,,88,,Navicula sp.,Diatom,5,284.0909091
1349,08/01/2020,07:45,Justin,Primary sump,,9.43,123.9,16.5,,29,,Navicula sp.,Diatom,1,172.4137931
1351,10/01/2020,07:50,Justin,Primary sump,,NA,NA,NA,,63,,Navicula sp.,Diatom,2,158.7301587
1353,14/01/2020,08:00,Kabelo,Primary sump,,NA,NA,17,,85,,Navicula sp.,Diatom,1,58.82352941
1357,20/01/2020,07:40,Justin,Primary sump,,NA,NA,12,,27,,Navicula sp.,Diatom,3,555.5555556
1358,21/01/2020,07:40,Justin,Primary sump,,NA,NA,11,,15,,Navicula sp.,Diatom,2,666.6666667
1359,22/01/2020,07:45,Justin,Primary sump,,NA,NA,11,,35,,Navicula sp.,Diatom,3,428.5714286
1360,23/01/2020,07:45,Justin,Primary sump,,NA,NA,11,,35,,Navicula sp.,Diatom,3,428.5714286
1362,27/01/2020,07:45,Kabelo,Primary sump,,NA,NA,13,,100,,Navicula sp.,Diatom,27,1350
1364,28/01/2020,07:42,Kabelo,Primary sump,,NA,NA,15,,126,,Navicula sp.,Diatom,8,317.4603175
1365,29/01/2020,07:45,Lorna,Primary sump,,NA,NA,16,,200,,Navicula sp.,Diatom,8,200
1367,30/01/2020,07:45,Justin,Primary sump,,NA,NA,13.5,,100,,Navicula sp.,Diatom,10,500
1368,31/01/2020,08:30,Pertunia,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,9,225
1369,03/02/2020,07:45,Justin,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,11,275
1370,03/02/2020,13:25,Kabelo,Primary sump,,NA,NA,13,,200,,Navicula sp.,Diatom,12,300
1371,04/02/2020,07:45,Justin,Primary sump,,NA,NA,13,,200,,Navicula sp.,Diatom,4,100
1372,05/02/2020,07:40,Justin,Primary sump,,NA,NA,14.5,,200,,Navicula sp.,Diatom,7,175
1373,06/02/2020,07:42,Peter,Primary sump,,NA,NA,16,,200,,Navicula sp.,Diatom,9,225
1374,07/02/2020,07:40,Justin,Primary sump,,NA,NA,14,,200,,Navicula sp.,Diatom,7,175
1375,10/02/2020,07:55,Kabelo,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,7,175
1376,11/02/2020,07:45,Kabelo,Primary sump,,NA,NA,10.5,,200,,Navicula sp.,Diatom,5,125
1377,12/02/2020,07:55,Peter,Primary sump,,NA,NA,11,,200,,Navicula sp.,Diatom,1,25
1378,13/02/2020,07:43,Kabelo,Primary sump,,NA,NA,11,,200,,Navicula sp.,Diatom,10,250
1379,14/02/2020,07:41,Peter,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,1,25
1380,17/02/2020,07:46,Kabelo,Primary sump,,NA,NA,14,,200,,Navicula sp.,Diatom,5,125
1381,18/02/2020,07:50,Kabelo,Primary sump,,NA,NA,14,,200,,Navicula sp.,Diatom,3,75
1382,19/02/2020,07:35,Justin,Primary sump,,NA,NA,14.5,,200,,Navicula sp.,Diatom,1,25
1383,20/02/2020,08:05,Kabelo,Primary sump,,NA,NA,14,,200,,Navicula sp.,Diatom,7,175
1384,21/02/2020,07:41,Peter,Primary sump,,NA,NA,14,,200,,Navicula sp.,Diatom,3,75
1385,24/02/2020,07:40,Kabelo,Primary sump,,NA,NA,11.9,,200,,Navicula sp.,Diatom,7,175
1386,25/02/2020,07:44,Kabelo,Primary sump,,NA,NA,11,,200,,Navicula sp.,Diatom,12,300
1387,26/02/2020,08:53,Peter,Primary sump,,NA,NA,13,,200,,Navicula sp.,Diatom,3,75
1389,28/02/2020,07:44,Peter,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,3,75
1390,02/03/2020,07:45,Peter,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,1,25
1391,03/03/2020,07:44,Peter,Primary sump,,NA,NA,10,,200,,Navicula sp.,Diatom,4,100
1392,04/03/2020,07:37,Peter,Primary sump,,NA,NA,11,,200,,Navicula sp.,Diatom,1,25
1393,05/03/2020,07:57,Peter,Primary sump,,NA,NA,11,,200,,Navicula sp.,Diatom,2,50
1394,06/03/2020,08:00,Justin,Primary sump,,NA,NA,12,,200,,Navicula sp.,Diatom,5,125
1395,09/03/2020,07:37,Peter,Primary sump,,NA,NA,13,,200,,Navicula sp.,Diatom,8,200
1396,10/03/2020,07:42,Peter,Primary sump,,NA,NA,13,,200,,Navicula sp.,Diatom,4,100
212,18/02/2019,17:50:00,Pertunia,Primary sump,,9.68,95.2,14,,20,,Nitzschia sp.,Diatom,2,100
975,27/03/2019,13:00:00,Lorna,Primary sump,,,NA,NA,,20,,Nitzschia sp.,Diatom,1,250
1111,02/04/2019,20:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Nitzschia sp.,Diatom,3,750
1112,02/04/2019,20:00:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Nitzschia sp.,Diatom,1,250
1249,30/08/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Nitzschia sp.,Diatom,3,75
1252,04/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Nitzschia sp.,Diatom,8,400
1256,10/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Nitzschia sp.,Diatom,1,50
1257,11/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Nitzschia sp.,Diatom,2,50
1259,13/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Nitzschia sp.,Diatom,24,800
1260,16/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Nitzschia sp.,Diatom,1,33
1261,17/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,200,,Nitzschia sp.,Diatom,7,175
1262,18/09/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,150,,Nitzschia sp.,Diatom,23,767
1301,08/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,42,,Nitzschia sp.,Diatom,2,238
1304,13/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,34,,Nitzschia sp.,Diatom,6,882
1319,25/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Nitzschia sp.,Diatom,3,319
1328,09/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,29,,Nitzschia sp.,Diatom,1,172
1329,10/12/2019,08:00:00,Kabelo,Primary sump,,9.93,95.6,12.9,,41,,Nitzschia sp.,Diatom,2,244
1334,17/12/2019,08:00,Kabelo,Primary sump,,9.87,105,16.8,,67,,Nitzschia sp.,Diatom,6,447.761194
1340,24/12/2019,08:00,Pertunia,Primary sump,,NA,NA,NA,,37,,Nitzschia sp.,Diatom,1,135.1351351
1354,15/01/2020,08:00,Pertunia,Primary sump,,NA,NA,16,,111,,Nitzschia sp.,Diatom,4,180.1801802
1362,27/01/2020,07:45,Kabelo,Primary sump,,NA,NA,13,,100,,Nitzschia sp.,Diatom,16,800
1370,03/02/2020,13:25,Kabelo,Primary sump,,NA,NA,13,,200,,Nitzschia sp.,Diatom,2,50
1378,13/02/2020,07:43,Kabelo,Primary sump,,NA,NA,11,,200,,Nitzschia sp.,Diatom,1,25
1380,17/02/2020,07:46,Kabelo,Primary sump,,NA,NA,14,,200,,Nitzschia sp.,Diatom,1,25
1382,19/02/2020,07:35,Justin,Primary sump,,NA,NA,14.5,,200,,Nitzschia sp.,Diatom,2,50
1386,25/02/2020,07:44,Kabelo,Primary sump,,NA,NA,11,,200,,Nitzschia sp.,Diatom,1,25
1387,26/02/2020,08:53,Peter,Primary sump,,NA,NA,13,,200,,Nitzschia sp.,Diatom,2,50
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Noctiluca scintillans,Dinoflagellate,5,41.66666667
,02/05/2017,08:00,Lorna,Primary sump,Clear,,,12.9,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,1,200
,03/05/2017,08:00,Lorna,Primary sump,Cloudy,,,12.6,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,1,200
,19/12/2017,08:00,Pertunia,Primary sump,Sunny,,,12,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,2,400
,22/12/2017,08:00,Pertunia,Primary sump,Cloudy,,,12.1,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,7,1400
,08/01/2018,08:00,Pertunia,Primary sump,Sunny,,,18.6,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,5,1000
,09/01/2018,08:00,Pertunia,Primary sump,Sunny,,,18.7,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,6,1200
,10/01/2018,08:00,Pertunia,Primary sump,Sunny,,,18.1,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,3,600
,11/01/2018,08:00,Pertunia,Primary sump,Sunny,,,16.5,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,7,1400
,19/01/2018,08:00,Pertunia,Primary sump,Rainy,,,11.4,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,3,600
,22/01/2018,08:00,Pertunia,Primary sump,Sunny,,,11.4,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,1,200
,23/01/2018,08:00,Pertunia,Primary sump,Sunny,,,11.8,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,1,200
,24/01/2018,08:00,Pertunia,Primary sump,Sunny,,,,5000,1,0.001,Noctiluca scintillans,Dinoflagellate,1,200
1190,09/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca scintillans,Dinoflagellate,2,500
1193,21/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca scintillans,Dinoflagellate,2,500
1196,28/05/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca scintillans,Dinoflagellate,3,750
1199,05/06/2019,11:00:00,Pertunia,Primary sump,,,NA,NA,,125,,Noctiluca scintillans,Dinoflagellate,3,120
1283,15/10/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,100,,Noctiluca scintillans,Dinoflagellate,1,50
1297,04/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Noctiluca scintillans,Dinoflagellate,1,100
1306,14/11/2019,16:00:00,Kabelo,Primary sump,,,NA,NA,,52,,Noctiluca scintillans,Dinoflagellate,4,385
1307,15/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,57,,Noctiluca scintillans,Dinoflagellate,4,351
1308,18/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Noctiluca scintillans,Dinoflagellate,12,1200
1309,19/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,50,,Noctiluca scintillans,Dinoflagellate,2,200
1315,21/11/2019,08:00:00,Kabelo,Primary sump,,,NA,14.8,,72,,Noctiluca scintillans,Dinoflagellate,1,69
1317,22/11/2019,08:00:00,Kabelo,Primary sump,,9.5,96.6,15.8,,53,,Noctiluca scintillans,Dinoflagellate,5,472
1319,25/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Noctiluca scintillans,Dinoflagellate,1,106
1320,27/11/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,33,,Noctiluca scintillans,Dinoflagellate,1,152
1323,02/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,36,,Noctiluca scintillans,Dinoflagellate,1,139
1325,04/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,47,,Noctiluca scintillans,Dinoflagellate,2,213
1326,05/12/2019,12:45:00,Kabelo,Primary sump,,,NA,NA,,41,,Noctiluca scintillans,Dinoflagellate,2,244
1328,09/12/2019,08:00:00,Kabelo,Primary sump,,,NA,NA,,29,,Noctiluca scintillans,Dinoflagellate,1,172
1329,10/12/2019,08:00:00,Kabelo,Primary sump,,9.93,95.6,12.9,,41,,Noctiluca scintillans,Dinoflagellate,1,122
1330,11/12/2019,08:00:00,Kabelo,Primary sump,,9.53,93,13.4,,28,,Noctiluca scintillans,Dinoflagellate,1,179
1336,18/12/2019,08:00,Pertunia,Primary sump,,9.95,104.8,17.3,,62,,Noctiluca scintillans,Dinoflagellate,1,80.64516129
1339,23/12/2019,08:00,Pertunia,Primary sump,,8.27,94.1,18.7,,34,,Noctiluca scintillans,Dinoflagellate,5,735.2941176
1340,24/12/2019,08:00,Pertunia,Primary sump,,NA,NA,NA,,37,,Noctiluca scintillans,Dinoflagellate,3,405.4054054
1343,31/12/2019,08:00,Kabelo,Primary sump,,9.59,101.2,18.2,,58,,Noctiluca scintillans,Dinoflagellate,1,86.20689655
1344,02/01/2020,08:00,Kabelo,Primary sump,,9.12,96.8,18.2,,45,,Noctiluca scintillans,Dinoflagellate,1,111.1111111
1362,27/01/2020,07:45,Kabelo,Primary sump,,NA,NA,13,,100,,Noctiluca scintillans,Dinoflagellate,3,150
1368,31/01/2020,08:30,Pertunia,Primary sump,,NA,NA,12,,200,,Noctiluca scintillans,Dinoflagellate,2,50
1370,03/02/2020,13:25,Kabelo,Primary sump,,NA,NA,13,,200,,Noctiluca scintillans,Dinoflagellate,1,25
1372,05/02/2020,07:40,Justin,Primary sump,,NA,NA,14.5,,200,,Noctiluca scintillans,Dinoflagellate,1,25
1375,10/02/2020,07:55,Kabelo,Primary sump,,NA,NA,12,,200,,Noctiluca scintillans,Dinoflagellate,3,75
1385,24/02/2020,07:40,Kabelo,Primary sump,,NA,NA,11.9,,200,,Noctiluca scintillans,Dinoflagellate,1,25
1390,02/03/2020,07:45,Peter,Primary sump,,NA,NA,12,,200,,Noctiluca scintillans,Dinoflagellate,2,50
1393,05/03/2020,07:57,Peter,Primary sump,,NA,NA,11,,200,,Noctiluca scintillans,Dinoflagellate,3,75
1395,09/03/2020,07:37,Peter,Primary sump,,NA,NA,13,,200,,Noctiluca scintillans,Dinoflagellate,1,25
,25/10/2018,19:00,Nuette,Primary sump,,,,,10000,20,0.002,Noctiluca sp.,Dinoflagellate,2,100
,29/10/2018,08:00,Nuette,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,1,50
,31/10/2018,08:00,Nuette,Primary sump,,,,,5000,10,0.002,Noctiluca sp.,Dinoflagellate,4,400
,01/11/2018,08:00,Nuette,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,3,150
,02/11/2018,08:00,Nuette,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,6,300
,06/11/2018,08:00,Pertunia,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,6,300
,07/11/2018,08:00,Pertunia,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,24,1200
,08/11/2018,08:00,Pertunia,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,38,1900
,12/12/2018,08:00,Lorna,Primary sump,,,,,5000,20,0.004,Noctiluca sp.,Dinoflagellate,4,200
18,23/01/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,17,850
19,24/01/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,3,150
20,24/01/2019,15:09:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,2,100
21,25/01/2019,08:16:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,20,1000
22,25/01/2019,10:41:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,2,100
23,25/01/2019,12:23:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
24,26/01/2019,08:36:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
25,26/01/2019,13:47:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,2,100
26,26/01/2019,16:52:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
27,27/01/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
28,27/01/2019,14:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,2,100
29,27/01/2019,17:20:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
35,31/01/2019,13:30:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
43,04/02/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,4,200
44,04/02/2019,16:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,3,150
45,05/02/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,9,450
46,05/02/2019,16:26:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
47,06/02/2019,08:20:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,2,100
49,07/02/2019,08:00:00,Pertunia,Primary sump,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,4,200
149,15/02/2019,00:05:00,Pertunia,After Drumfilter,,8.1,76.2,12.4,,20,,Noctiluca sp.,Dinoflagellate,1,50
173,17/02/2019,19:14:00,Pertunia,Inside Settlement,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
175,17/02/2019,19:25:00,Pertunia,Amaza 5 settlement,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
196,18/02/2019,04:00:00,Pertunia,Primary sump,,9.5,89.5,13,,20,,Noctiluca sp.,Dinoflagellate,2,100
212,18/02/2019,17:50:00,Pertunia,Primary sump,,9.68,95.2,14,,20,,Noctiluca sp.,Dinoflagellate,2,100
214,18/02/2019,19:00:00,Pertunia,Primary sump,,9.81,94.7,14,,20,,Noctiluca sp.,Dinoflagellate,1,50
263,20/02/2019,18:00:00,Pertunia,Primary sump,,9.41,91.3,14,,20,,Noctiluca sp.,Dinoflagellate,1,50
267,20/02/2019,19:00:00,Pertunia,After Drumfilter,,,NA,NA,,20,,Noctiluca sp.,Dinoflagellate,1,50
268,20/02/2019,21:00:00,Pertunia,Primary sump,,9.88,94.6,13.5,,20,,Noctiluca sp.,Dinoflagellate,1,50
270,20/02/2019,23:00:00,Pertunia,Primary sump,,9.98,92.4,12.9,,20,,Noctiluca sp.,Dinoflagellate,1,50
272,21/02/2019,01:00:00,Pertunia,Primary sump,,9.49,91.4,13,,20,,Noctiluca sp.,Dinoflagellate,3,150
273,21/02/2019,01:00:00,Pertunia,After Drumfilter,,7.91,74.3,13,,20,,Noctiluca sp.,Dinoflagellate,1,50
274,21/02/2019,03:00:00,Pertunia,Primary sump,,9.64,91.4,12.5,,20,,Noctiluca sp.,Dinoflagellate,1,50
374,24/02/2019,06:00:00,Pertunia,Primary sump,,9.41,90.2,13.3,,20,,Noctiluca sp.,Dinoflagellate,1,50
389,24/02/2019,17:00:00,Pertunia,Primary sump,,9.26,89.2,13.7,,20,,Noctiluca sp.,Dinoflagellate,2,100
391,24/02/2019,19:00:00,Pertunia,Primary sump,,8.95,86.8,14,,20,,Noctiluca sp.,Dinoflagellate,2,100
392,24/02/2019,19:00:00,Pertunia,After Drumfilter,,7.58,72.9,13.7,,20,,Noctiluca sp.,Dinoflagellate,1,50
394,24/02/2019,21:00:00,Pertunia,After Drumfilter,,8.03,79.8,12.2,,20,,Noctiluca sp.,Dinoflagellate,1,50
395,24/02/2019,23:00:00,Pertunia,Primary sump,,9.87,90.4,15.9,,20,,Noctiluca sp.,Dinoflagellate,1,50
396,24/02/2019,23:00:00,Pertunia,After Drumfilter,,8.7,88.7,16.5,,20,,Noctiluca sp.,Dinoflagellate,1,50
398,25/02/2019,01:00:00,Pertunia,After Drumfilter,,7.81,77.1,14.9,,20,,Noctiluca sp.,Dinoflagellate,1,50
399,25/02/2019,03:00:00,Pertunia,Primary sump,,8.89,87.1,14.1,,20,,Noctiluca sp.,Dinoflagellate,1,50
400,25/02/2019,03:00:00,Pertunia,After Drumfilter,,7.36,71.6,14.3,,20,,Noctiluca sp.,Dinoflagellate,1,50
402,25/02/2019,05:00:00,Pertunia,After Drumfilter,,7.75,74.7,13.7,,20,,Noctiluca sp.,Dinoflagellate,2,100
538,01/03/2019,08:00:00,Pertunia,After Drumfilter,,8.91,88.4,15.9,,10,,Noctiluca sp.,Dinoflagellate,1,100
572,04/03/2019,13:00:00,Pertunia,Primary sump,,9.4,96.3,16.6,,20,,Noctiluca sp.,Dinoflagellate,1,50
573,04/03/2019,13:00:00,Pertunia,After Drumfilter,,7.81,79.8,16.5,,20,,Noctiluca sp.,Dinoflagellate,1,50
575,04/03/2019,17:00:00,Pertunia,After Drumfilter,,8.12,83.9,17.2,,20,,Noctiluca sp.,Dinoflagellate,1,50
1347,06/01/2020,07:50,Justin,Primary sump,,9.8,105.9,18.6,,88,,Noctiluca sp.,Dinoflagellate,1,56.81818182
1354,15/01/2020,08:00,Pertunia,Primary sump,,NA,NA,16,,111,,Noctiluca sp.,Dinoflagellate,1,45.04504505
1371,04/02/2020,07:45,Justin,Primary sump,,NA,NA,13,,200,,Noctiluca sp.,Dinoflagellate,2,50
1374,07/02/2020,07:40,Justin,Primary sump,,NA,NA,14,,200,,Noctiluca sp.,Dinoflagellate,2,50
1350,09/01/2020,08:09,Peter,Primary sump,,8.79,95.4,19.2,,62,,Chaetoceros didymus,Diatom,1,80.64516129
,01/08/2017,08:00,Lorna,Primary sump,Windy,,,14.9,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,13/09/2017,08:00,Lorna,Primary sump,Sunny,,,15.5,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,25/10/2017,08:00,Lorna,Primary sump,Rainy,,,15.3,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,26/10/2017,08:00,Lorna,Primary sump,Cloudy,,,15.2,5000,1,0.001,Octactis sp.,Dictyochophyceae,2,400
,07/11/2017,08:00,Lorna,Primary sump,Sunny,,,15.9,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,08/11/2017,08:00,Lorna,Primary sump,Sunny,,,15.1,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,13/11/2017,08:00,Lorna,Primary sump,Cloudy,,,16.4,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,17/11/2017,08:00,Lorna,Primary sump,Sunny,,,15.4,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,29/11/2017,08:00,Lorna,Primary sump,Sunny,,,15.8,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,30/11/2017,08:00,Lorna,Primary sump,Cloudy,,,15.4,5000,1,0.001,Octactis sp.,Dictyochophyceae,2,400
,12/12/2017,08:00,Lorna,Primary sump,Sunny,,,13.9,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,13/12/2017,08:00,Lorna,Primary sump,Rainy,,,11.4,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,15/01/2018,08:00,Lorna,Primary sump,Cloudy,,,19.4,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,17/01/2018,08:00,Lorna,Primary sump,Sunny,,,16.8,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,24/01/2018,08:00,Pertunia,Primary sump,Sunny,,,,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
,25/01/2018,08:00,Lorna,Primary sump,Sunny,,,,5000,1,0.001,Octactis sp.,Dictyochophyceae,1,200
154,15/02/2019,07:43:00,Ruan,Primary sump,,8.37,77.1,10.8,,20,,Octactis sp.,Dictyochophyceae,1,50
157,15/02/2019,11:00:00,Ruan,Primary sump,,8.15,72.5,10.7,,20,,Octactis sp.,Dictyochophyceae,1,50
238,19/02/2019,15:30:00,Lorna,Primary sump,,8.91,88.2,14.1,,20,,Octactis sp.,Dictyochophyceae,1,50
