Sample,Date,Time,Counted by:,Site,Weather,DO (mg/L),Saturation (%),Temperature (⁰C),Volume Filtered (ml),Frames counted,Volume counted,Species,Classification,Cells Counted,Cells/L
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Chaetoceros sp.,,2,19.04761905
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Rhizosolenia sp.,,3,28.57142857
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Ceratium furca,,7,66.66666667
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Ceratium tripos,,2,19.04761905
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Protoperidinium conicum,,5,47.61904762
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Protoperidinium diabolum,,5,47.61904762
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Prorocentrum sigmoides,,2,19.04761905
,03/01/2017,08:00,Lorna,Primary sump,Windy,,,17.5,5000,21,0.021,Pyrophacus sp.,,4,38.0952381
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Pseudo-nitzschia australis,,1,10
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Chaetoceros sp.,,1,10
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Ceratium furca,,8,80
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Protoperidinium conicum,,4,40
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Protoperidinium diabolum,,4,40
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Pyrophacus sp.,,4,40
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Protoperidinium pellucidum,,2,20
,04/01/2017,08:00,Lorna,Primary sump,Windy,,,14.1,5000,20,0.02,Protoperidinium oceanicum,,3,30
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Chaetoceros sp.,,1,10.52631579
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Ceratium furca,,6,63.15789474
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Ceratium tripos,,2,21.05263158
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Gonyaulax polygramma,,28,294.7368421
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Protoperidinium conicum,,7,73.68421053
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Protoperidinium diabolum,,4,42.10526316
,05/01/2017,08:00,Lorna,Primary sump,Cloudy,,,12.2,5000,19,0.019,Prorocentrum sigmoides,,1,10.52631579
,06/01/2017,08:00,Lorna,Primary sump,Cloudy,,,11.9,5000,20,0.02,Ceratium furca,,4,40
,06/01/2017,08:00,Lorna,Primary sump,Cloudy,,,11.9,5000,20,0.02,Gonyaulax polygramma,,24,240
,06/01/2017,08:00,Lorna,Primary sump,Cloudy,,,11.9,5000,20,0.02,Protoperidinium conicum,,1,10
,06/01/2017,08:00,Lorna,Primary sump,Cloudy,,,11.9,5000,20,0.02,Protoperidinium diabolum,,2,20
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Chaetoceros sp.,,2,19.04761905
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Ceratium furca,,4,38.0952381
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Ceratium tripos,,4,38.0952381
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Protoperidinium conicum,,7,66.66666667
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Protoperidinium diabolum,,4,38.0952381
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Zigabikodinium denticulatum,,3,28.57142857
,09/01/2017,08:00,Lorna,Primary sump,Sunny,,,13.1,5000,21,0.021,Prorocentrum sigmoides,,1,9.523809524
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Chaetoceros sp.,,3,25
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Ceratium furca,,3,25
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Ceratium tripos,,2,16.66666667
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Gonyaulax polygramma,,123,1025
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Protoperidinium conicum,,5,41.66666667
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Protoperidinium diabolum,,2,16.66666667
,10/01/2017,08:00,Lorna,Primary sump,Sunny,,,11.6,5000,24,0.024,Zigabikodinium denticulatum,,4,33.33333333
,11/01/2017,08:00,Lorna,Primary sump,Cloudy,,,10.6,5000,27,0.027,Chaetoceros sp.,,3,22.22222222
,11/01/2017,08:00,Lorna,Primary sump,Cloudy,,,10.6,5000,27,0.027,Ceratium furca,,5,37.03703704
,11/01/2017,08:00,Lorna,Primary sump,Cloudy,,,10.6,5000,27,0.027,Gonyaulax polygramma,,44,325.9259259
,11/01/2017,08:00,Lorna,Primary sump,Cloudy,,,10.6,5000,27,0.027,Protoperidinium conicum,,5,37.03703704
,11/01/2017,08:00,Lorna,Primary sump,Cloudy,,,10.6,5000,27,0.027,Protoperidinium diabolum,,7,51.85185185
,11/01/2017,08:00,Lorna,Primary sump,Cloudy,,,10.6,5000,27,0.027,Protoperidinium oceanicum,,2,14.81481481
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Pseudo-nitzschia australis,,7,66.66666667
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Alexandrium sp.,,7,66.66666667
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Ceratium furca,,21,200
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Ceratium tripos,,4,38.0952381
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Gonyaulax spinifera,,4,38.0952381
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Protoperidinium conicum,,14,133.3333333
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Protoperidinium diabolum,,7,66.66666667
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Scrippsiella trochoidea,,4,38.0952381
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Zigabikodinium denticulatum,,10,95.23809524
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Prorocentrum sigmoides,,4,38.0952381
,12/01/2017,08:00,Lorna,Primary sump,Clear,,,12.5,5000,21,0.021,Protoperidinium oceanicum,,4,38.0952381
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Pseudo-nitzschia australis,,7,66.66666667
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Ceratium furca,,17,161.9047619
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Ceratium tripos,,7,66.66666667
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Gonyaulax polygramma,,304,2895.238095
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Gonyaulax spinifera,,12,114.2857143
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Karenia cristata,,12,114.2857143
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Protoperidinium conicum,,14,133.3333333
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Scrippsiella trochoidea,,14,133.3333333
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Zigabikodinium denticulatum,,13,123.8095238
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Prorocentrum sigmoides,,4,38.0952381
,13/01/2017,08:00,Lorna,Primary sump,Cloudy,,,15.1,5000,21,0.021,Protoperidinium oceanicum,,7,66.66666667
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Chaetoceros sp.,,4,38.0952381
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Ceratium furca,,166,1580.952381
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Gonyaulax polygramma,,1319,12561.90476
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Gonyaulax spinifera,,21,200
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Protoperidinium conicum,,394,3752.380952
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Scrippsiella trochoidea,,19,180.952381
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Zigabikodinium denticulatum,,21,200
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Protoperidinium oceanicum,,18,171.4285714
,16/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Lingulodinium polyedra,,226,2152.380952
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Chaetoceros sp.,,1,8.333333333
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Ceratium furca,,110,916.6666667
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Ceratium tripos,,1,8.333333333
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Gonyaulax polygramma,,496,4133.333333
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Gonyaulax spinifera,,17,141.6666667
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Karenia cristata,,4,33.33333333
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium conicum,,96,800
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium diabolum,,9,75
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Scrippsiella trochoidea,,7,58.33333333
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Prorocentrum micans,,2,16.66666667
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Pyrophacus sp.,,4,33.33333333
,17/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Lingulodinium polyedra,,180,1500
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Chaetoceros sp.,,1,9.523809524
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Ceratium furca,,24,228.5714286
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Ceratium tripos,,4,38.0952381
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Gonyaulax polygramma,,159,1514.285714
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Gonyaulax spinifera,,12,114.2857143
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Protoperidinium conicum,,29,276.1904762
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Protoperidinium diabolum,,4,38.0952381
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Zigabikodinium denticulatum,,7,66.66666667
,18/01/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Lingulodinium polyedra,,29,276.1904762
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Pseudo-nitzschia australis,,7,58.33333333
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Ceratium furca,,59,491.6666667
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Gonyaulax polygramma,,1253,10441.66667
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Karenia cristata,,12,100
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium conicum,,15,125
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium diabolum,,4,33.33333333
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Scrippsiella trochoidea,,14,116.6666667
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium oceanicum,,11,91.66666667
,19/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Lingulodinium polyedra,,65,541.6666667
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Ceratium furca,,42,350
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Ceratium tripos,,2,16.66666667
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Gonyaulax polygramma,,1979,16491.66667
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Noctiluca scintillans,,5,41.66666667
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium conicum,,1160,9666.666667
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Protoperidinium diabolum,,1,8.333333333
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Zigabikodinium denticulatum,,1,8.333333333
,20/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,24,0.024,Lingulodinium polyedra,,4,33.33333333
,30/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,20,0.02,Pseudo-nitzschia australis,,1,10
,30/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,20,0.02,Ceratium furca,,20,200
,30/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,20,0.02,Gonyaulax polygramma,,20,200
,30/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,20,0.02,Protoperidinium conicum,,61,610
,30/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,20,0.02,Protoperidinium diabolum,,2,20
,30/01/2017,08:00,Lorna,Primary sump,Cloudy,,,,5000,20,0.02,Prorocentrum micans,,1,10
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Pseudo-nitzschia australis,,2,19.04761905
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Ceratium furca,,14,133.3333333
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Ceratium tripos,,3,28.57142857
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Gonyaulax polygramma,,11,104.7619048
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Protoperidinium conicum,,79,752.3809524
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Protoperidinium diabolum,,4,38.0952381
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Pyrophacus sp.,,2,19.04761905
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Protoperidinium oceanicum,,2,19.04761905
,31/01/2017,08:00,Lorna,Primary sump,Cloudy,,,19.1,5000,21,0.021,Ceratium dens,,9,85.71428571
,01/02/2017,08:00,Lorna,Primary sump,Clear,,,17.9,5000,21,0.021,Ceratium furca,,17,161.9047619
,01/02/2017,08:00,Lorna,Primary sump,Clear,,,17.9,5000,21,0.021,Gonyaulax polygramma,,29,276.1904762
,01/02/2017,08:00,Lorna,Primary sump,Clear,,,17.9,5000,21,0.021,Protoperidinium conicum,,135,1285.714286
,01/02/2017,08:00,Lorna,Primary sump,Clear,,,17.9,5000,21,0.021,Ceratium dens,,10,95.23809524
,02/02/2017,08:00,Lorna,Primary sump,Cloudy,,,19,5000,24,0.024,Ceratium furca,,22,183.3333333
,02/02/2017,08:00,Lorna,Primary sump,Cloudy,,,19,5000,24,0.024,Gonyaulax polygramma,,26,216.6666667
,02/02/2017,08:00,Lorna,Primary sump,Cloudy,,,19,5000,24,0.024,Protoperidinium conicum,,119,991.6666667
,02/02/2017,08:00,Lorna,Primary sump,Cloudy,,,19,5000,24,0.024,Ceratium dens,,13,108.3333333
,03/02/2017,08:00,Lorna,Primary sump,Rainy,,,19.4,5000,21,0.021,Pseudo-nitzschia australis,,3,28.57142857
,03/02/2017,08:00,Lorna,Primary sump,Rainy,,,19.4,5000,21,0.021,Ceratium furca,,2,19.04761905
,03/02/2017,08:00,Lorna,Primary sump,Rainy,,,19.4,5000,21,0.021,Gonyaulax polygramma,,4,38.0952381
,03/02/2017,08:00,Lorna,Primary sump,Rainy,,,19.4,5000,21,0.021,Protoperidinium conicum,,8,76.19047619
,03/02/2017,08:00,Lorna,Primary sump,Rainy,,,19.4,5000,21,0.021,Ceratium dens,,2,19.04761905
,06/02/2017,08:00,Lorna,Primary sump,Cloudy,,,17.9,5000,20,0.02,Ceratium furca,,27,270
,06/02/2017,08:00,Lorna,Primary sump,Cloudy,,,17.9,5000,20,0.02,Gonyaulax polygramma,,72,720
,06/02/2017,08:00,Lorna,Primary sump,Cloudy,,,17.9,5000,20,0.02,Protoperidinium conicum,,58,580
,06/02/2017,08:00,Lorna,Primary sump,Cloudy,,,17.9,5000,20,0.02,Pyrophacus sp.,,1,10
,06/02/2017,08:00,Lorna,Primary sump,Cloudy,,,17.9,5000,20,0.02,Ceratium dens,,2,20
,07/02/2017,08:00,Lorna,Primary sump,Clear,,,17.2,5000,21,0.021,Ceratium furca,,2,19.04761905
,07/02/2017,08:00,Lorna,Primary sump,Clear,,,17.2,5000,21,0.021,Gonyaulax polygramma,,3,28.57142857
,07/02/2017,08:00,Lorna,Primary sump,Clear,,,17.2,5000,21,0.021,Protoperidinium conicum,,7,66.66666667
,07/02/2017,08:00,Lorna,Primary sump,Clear,,,17.2,5000,21,0.021,Pyrophacus sp.,,2,19.04761905
,07/02/2017,08:00,Lorna,Primary sump,Clear,,,17.2,5000,21,0.021,Ceratium dens,,2,19.04761905
,08/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.2,5000,24,0.024,Ceratium furca,,14,116.6666667
,08/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.2,5000,24,0.024,Gonyaulax polygramma,,2,16.66666667
,08/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.2,5000,24,0.024,Protoperidinium conicum,,14,116.6666667
,08/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.2,5000,24,0.024,Ceratium dens,,1,8.333333333
,09/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.5,5000,21,0.021,Ceratium furca,,45,428.5714286
,09/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.5,5000,21,0.021,Gonyaulax polygramma,,32,304.7619048
,09/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.5,5000,21,0.021,Protoperidinium conicum,,57,542.8571429
,09/02/2017,08:00,Lorna,Primary sump,Cloudy,,,18.5,5000,21,0.021,Ceratium dens,,2,19.04761905
,10/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Ceratium furca,,7,66.66666667
,10/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Gonyaulax polygramma,,8,76.19047619
,10/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Protoperidinium conicum,,12,114.2857143
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Pseudo-nitzschia australis,,2,16.66666667
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Ceratium furca,,63,525
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Gonyaulax polygramma,,16,133.3333333
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Protoperidinium conicum,,89,741.6666667
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Protoperidinium diabolum,,4,33.33333333
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Prorocentrum micans,,4,33.33333333
,13/02/2017,08:00,Lorna,Primary sump,Clear,,,17.7,5000,24,0.024,Protoperidinium oceanicum,,12,100
,14/02/2017,08:00,Lorna,Primary sump,Cloudy,,,15.9,5000,22,0.022,Ceratium furca,,12,109.0909091
,14/02/2017,08:00,Lorna,Primary sump,Cloudy,,,15.9,5000,22,0.022,Gonyaulax polygramma,,59,536.3636364
,14/02/2017,08:00,Lorna,Primary sump,Cloudy,,,15.9,5000,22,0.022,Protoperidinium conicum,,14.6,132.7272727
,14/02/2017,08:00,Lorna,Primary sump,Cloudy,,,15.9,5000,22,0.022,Protoperidinium diabolum,,2,18.18181818
,14/02/2017,08:00,Lorna,Primary sump,Cloudy,,,15.9,5000,22,0.022,Protoperidinium oceanicum,,12,109.0909091
,15/02/2017,08:00,Lorna,Primary sump,Clear,,,13.8,5000,21,0.021,Ceratium furca,,2,19.04761905
,15/02/2017,08:00,Lorna,Primary sump,Clear,,,13.8,5000,21,0.021,Gonyaulax polygramma,,5,47.61904762
,15/02/2017,08:00,Lorna,Primary sump,Clear,,,13.8,5000,21,0.021,Protoperidinium conicum,,6,57.14285714
,15/02/2017,08:00,Lorna,Primary sump,Clear,,,13.8,5000,21,0.021,Prorocentrum micans,,4,38.0952381
,16/02/2017,08:00,Lorna,Primary sump,Clear,,,13.1,5000,20,0.02,Ceratium furca,,1,10
,16/02/2017,08:00,Lorna,Primary sump,Clear,,,13.1,5000,20,0.02,Protoperidinium conicum,,1,10
,17/02/2017,08:00,Lorna,Primary sump,Clear,,,14.3,5000,20,0.02,Chaetoceros sp.,,1,10
,17/02/2017,08:00,Lorna,Primary sump,Clear,,,14.3,5000,20,0.02,Gonyaulax polygramma,,2,20
,17/02/2017,08:00,Lorna,Primary sump,Clear,,,14.3,5000,20,0.02,Protoperidinium conicum,,13,130
,17/02/2017,08:00,Lorna,Primary sump,Clear,,,14.3,5000,20,0.02,Prorocentrum micans,,1,10
,20/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Gonyaulax polygramma,,47,391.6666667
,20/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Protoperidinium conicum,,12,100
,20/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Protoperidinium diabolum,,1,8.333333333
,20/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Prorocentrum micans,,1,8.333333333
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Ceratium furca,,8,76.19047619
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Gonyaulax polygramma,,30,285.7142857
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Protoperidinium conicum,,29,276.1904762
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Protoperidinium diabolum,,1,9.523809524
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Prorocentrum micans,,2,19.04761905
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Ceratium fusus,,6,57.14285714
,21/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,21,0.021,Protoperidinium oceanicum,,4,38.0952381
,22/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,19,0.019,Ceratium furca,,1,10.52631579
,22/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,19,0.019,Gonyaulax polygramma,,3,31.57894737
,22/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,19,0.019,Protoperidinium conicum,,4,42.10526316
,22/02/2017,08:00,Lorna,Primary sump,Clear,,,,5000,19,0.019,Prorocentrum micans,,1,10.52631579
,23/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Ceratium furca,,2,16.66666667
,23/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Gonyaulax polygramma,,4,33.33333333
,23/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,24,0.024,Protoperidinium conicum,,2,16.66666667
,24/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Ceratium furca,,2,19.04761905
,24/02/2017,08:00,Lorna,Primary sump,Sunny,,,,5000,21,0.021,Gonyaulax polygramma,,2,19.04761905
,27/02/2017,08:00,Lorna,Primary sump,Clear,,,13.1,5000,1,0.001,Pseudo-nitzschia australis,,1,200
,27/02/2017,08:00,Lorna,Primary sump,Clear,,,13.1,5000,1,0.001,Gonyaulax polygramma,,4,800
,27/02/2017,08:00,Lorna,Primary sump,Clear,,,13.1,5000,1,0.001,Protoperidinium conicum,,6,1200
,28/02/2017,08:00,Lorna,Primary sump,Clear,,,12.8,5000,1,0.001,Ceratium furca,,2,400
,28/02/2017,08:00,Lorna,Primary sump,Clear,,,12.8,5000,1,0.001,Gonyaulax spinifera,,2,400
,28/02/2017,08:00,Lorna,Primary sump,Clear,,,12.8,5000,1,0.001,Protoperidinium conicum,,2,400
,01/03/2017,08:00,Lorna,Primary sump,Cloudy,,,14.3,5000,1,0.001,Gonyaulax polygramma,,31,6200
,01/03/2017,08:00,Lorna,Primary sump,Cloudy,,,14.3,5000,1,0.001,Protoperidinium conicum,,39,7800
,01/03/2017,08:00,Lorna,Primary sump,Cloudy,,,14.3,5000,1,0.001,Prorocentrum micans,,2,400
,01/03/2017,08:00,Lorna,Primary sump,Cloudy,,,14.3,5000,1,0.001,Protoperidinium oceanicum,,5,1000
,02/03/2017,08:00,Lorna,Primary sump,Sunny,,,14.6,5000,1,0.001,Ceratium furca,,21,4200
,02/03/2017,08:00,Lorna,Primary sump,Sunny,,,14.6,5000,1,0.001,Gonyaulax polygramma,,31,6200
,02/03/2017,08:00,Lorna,Primary sump,Sunny,,,14.6,5000,1,0.001,Protoperidinium conicum,,5,1000
,02/03/2017,08:00,Lorna,Primary sump,Sunny,,,14.6,5000,1,0.001,Protoperidinium oceanicum,,2,400
,03/03/2017,08:00,Lorna,Primary sump,Sunny,,,15.9,5000,1,0.001,Ceratium furca,,45,9000
,03/03/2017,08:00,Lorna,Primary sump,Sunny,,,15.9,5000,1,0.001,Gonyaulax polygramma,,33,6600
,03/03/2017,08:00,Lorna,Primary sump,Sunny,,,15.9,5000,1,0.001,Protoperidinium conicum,,11,2200
,03/03/2017,08:00,Lorna,Primary sump,Sunny,,,15.9,5000,1,0.001,Pyrophacus sp.,,1,200
,03/03/2017,08:00,Lorna,Primary sump,Sunny,,,15.9,5000,1,0.001,Protoperidinium oceanicum,,6,1200
,06/03/2017,08:00,Lorna,Primary sump,Sunny,,,17.7,5000,1,0.001,Rhizosolenia sp.,,1,200
,06/03/2017,08:00,Lorna,Primary sump,Sunny,,,17.7,5000,1,0.001,Ceratium furca,,4,800
