Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species, Cells Counted , Cells/L ,,Yellow_block,RG_meth,SRC_method
31/01/2019,17:00:00,Pertunia,Primary sump,5000,20,0.02,Other,5,50,250,1250,25,12500
18/02/2019,17:50:00,Pertunia,Primary sump,5000,20,0.02,C. fusus,5,50,250,1250,25,12500
06/04/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,5,50,250,1250,25,12500
17/02/2019,18:00:00,Pertunia,After Drumfilter,5000,20,0.02,C. furca,5,50,250,1250,25,12500
26/03/2019,18:05:00,Pertunia,After Drumfilter,5000,20,0.02,Protoperidinium divergens,5,50,250,1250,25,12500
17/02/2019,18:18:00,Pertunia,Broodstock,5000,20,0.02,C. furca,5,50,250,1250,25,12500
12/02/2019,18:30:00,Pertunia,After Drumfilter,5000,20,0.02,C. fusus,5,50,250,1250,25,12500
02/04/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,Ceratium furca,5,50,250,1250,25,12500
18/02/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,C. fusus,5,50,250,1250,25,12500
20/02/2019,19:00:00,Pertunia,After Drumfilter,5000,20,0.02,Pseudo-Nitzschia,5,50,250,1250,25,12500
24/02/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,C. fusus,5,50,250,1250,25,12500
24/02/2019,19:00:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,5,50,250,1250,25,12500
24/02/2019,19:00:00,Pertunia,After Drumfilter,5000,20,0.02,K. cristata,5,50,250,1250,25,12500
02/04/2019,20:00:00,Pertunia,Primary sump,5000,20,0.02,Ceratium fusus,5,50,250,1250,25,12500
21/02/2019,20:00:00,Pertunia,After Drumfilter,5000,20,0.02,G. polygramma,5,50,250,1250,25,12500
27/03/2019,20:40:00,Pertunia,After Drumfilter,5000,20,0.02,Ceratium fusus,5,50,250,1250,25,12500
11/02/2019,20:48:00,Pertunia,After Drumfilter,5000,20,0.02,C. fusus,5,50,250,1250,25,12500
20/02/2019,21:00:00,Pertunia,Primary sump,5000,20,0.02,Divergens,5,50,250,1250,25,12500
20/02/2019,21:00:00,Pertunia,Primary sump,5000,20,0.02,Licmophora,5,50,250,1250,25,12500
28/03/2019,22:00:00,Sarah,After Drumfilter,5000,20,0.02,Protoperidinium diabolum,5,50,250,1250,25,12500
17/02/2019,22:31:00,Pertunia,Broodstock,5000,20,0.02,C. furca,5,50,250,1250,25,12500
20/02/2019,23:00:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,5,50,250,1250,25,12500
20/02/2019,23:00:00,Pertunia,After Drumfilter,5000,20,0.02,chaetoceros,5,50,250,1250,25,12500
26/03/2019,23:25:00,Pertunia,After Drumfilter,5000,20,0.02,Ceratium fusus,5,50,250,1250,25,12500
15/02/2019,00:05:00,Pertunia,After Drumfilter,5000,20,0.02,Chaetocerus,4,40,200,1000,20,10000
18/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
18/02/2019,01:00:00,Pertunia,Nursery SV,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
21/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
21/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,chaetoceros,4,40,200,1000,20,10000
25/02/2019,01:00:00,Pertunia,Primary sump,5000,20,0.02,Divergens,4,40,200,1000,20,10000
18/02/2019,01:00:00,Pertunia,Inside Settlement,5000,20,0.02,Divergens,4,40,200,1000,20,10000
18/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,Pseudo-Nitzschia,4,40,200,1000,20,10000
18/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
21/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
25/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
25/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
15/02/2019,04:36:00,Pertunia,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
15/02/2019,04:36:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,4,40,200,1000,20,10000
25/02/2019,05:00:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
25/02/2019,05:00:00,Pertunia,After Drumfilter,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
21/02/2019,06:00:00,Pertunia,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
24/02/2019,06:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
15/02/2019,07:43:00,Ruan,Primary sump,5000,20,0.02,Licmophora,4,40,200,1000,20,10000
27/02/2019,07:45:00,Sarah,After Drumfilter,5000,20,0.02,Ceratium furca,4,40,200,1000,20,10000
20/02/2019,07:48:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,4,40,200,1000,20,10000
20/02/2019,07:51:00,Sarah,After Drumfilter,5000,20,0.02,C. furca,4,40,200,1000,20,10000
17/07/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Chaetoceros sp.,4,40,200,1000,20,10000
23/07/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Octactis sp. ,4,40,200,1000,20,10000
24/07/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Bacillaria sp.,4,40,200,1000,20,10000
25/07/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
26/07/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
02/02/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
03/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Pseudo-nitzschia australis,4,200,200,1000,20,50000
04/01/2017,08:00:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,4,40,200,1000,20,10000
04/01/2017,08:00:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium diabolum,4,40,200,1000,20,10000
04/01/2017,08:00:00,Lorna,Primary sump,5000,20,0.02,Pyrophacus sp.,4,40,200,1000,20,10000
04/02/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Noctiluca,4,40,200,1000,20,10000
04/03/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
04/03/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Divergens,4,40,200,1000,20,10000
04/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Pseudo-nitzschia australis,4,200,200,1000,20,50000
04/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Rhizosolenia,4,200,200,1000,20,50000
06/01/2017,08:00:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,4,40,200,1000,20,10000
06/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Protoperidiium conicum,4,200,200,1000,20,50000
06/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Rhizosolenia,4,200,200,1000,20,50000
07/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,P. conicum,4,40,200,1000,20,10000
07/02/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Noctiluca,4,40,200,1000,20,10000
08/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Rhizosolenia,4,40,200,1000,20,10000
08/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
10/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,P. conicum,4,40,200,1000,20,10000
10/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ceratium,4,200,200,1000,20,50000
11/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
11/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Pseudo-Nitzschia,4,40,200,1000,20,10000
12/02/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Rhizosolenia,4,40,200,1000,20,10000
12/02/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
12/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Pseudo-nitzschia australis,4,200,200,1000,20,50000
12/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ceratium,4,200,200,1000,20,50000
12/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Noctiluca sp.,4,200,200,1000,20,50000
13/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Pseudo-nitzschia australis,4,200,200,1000,20,50000
14/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Chaetocerus,4,40,200,1000,20,10000
14/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ceratium,4,200,200,1000,20,50000
15/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,P. conicum,4,40,200,1000,20,10000
15/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
15/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
15/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Rhizosolenia,4,40,200,1000,20,10000
16/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
16/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Pseudo-nitzschia australis,4,200,200,1000,20,50000
17/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
18/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
19/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ceratium,4,200,200,1000,20,50000
19/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Pseudo-nitzschia australis,4,200,200,1000,20,50000
20/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Protoperidiium conicum,4,200,200,1000,20,50000
20/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Other,4,200,200,1000,20,50000
21/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
21/01/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Chaetocerus,4,40,200,1000,20,10000
21/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Chaetocerus sp.,4,200,200,1000,20,50000
21/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ditylum bright-welli,4,200,200,1000,20,50000
21/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Protoperidiium conicum,4,200,200,1000,20,50000
22/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Chaetocerus sp.,4,200,200,1000,20,50000
22/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Gonyaulax polygramma,4,200,200,1000,20,50000
24/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ceratium furca,4,200,200,1000,20,50000
25/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Zigabikodinium lenticulatum,4,200,200,1000,20,50000
25/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Other,4,200,200,1000,20,50000
26/06/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Octactis sp. ,4,40,200,1000,20,10000
27/01/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
27/06/2019,08:00:00,Lorna,Primary sump,5000,20,0.02,Octactis sp. ,4,40,200,1000,20,10000
27/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Chaetocerus sp.,4,200,200,1000,20,50000
28/01/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
28/01/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,4,40,200,1000,20,10000
28/11/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Rhizosolenia,4,200,200,1000,20,50000
29/01/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,4,40,200,1000,20,10000
31/01/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
31/01/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,other,4,40,200,1000,20,10000
31/12/2018,08:00:00,Lorna,Primary Sump,5000,20,0.004,Ceratium furca,4,200,200,1000,20,50000
24/02/2019,08:10:00,Lorna,After Drumfilter,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
06/02/2019,08:20:00,Pertunia,Primary sump,5000,20,0.02,Chaetocerus,4,40,200,1000,20,10000
06/02/2019,08:20:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
16/02/2019,08:20:00,Pertunia,After Drumfilter,5000,20,0.02,Other,4,40,200,1000,20,10000
12/02/2019,08:30:00,Pertunia,Sec Swirler,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
02/06/2019,09:00:00,Pertunia,Primary sump,5000,20,0.02,Ceratium furca,4,40,200,1000,20,10000
02/06/2019,09:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
03/05/2019,09:00:00,Pertunia,Primary sump,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
20/02/2019,09:05:00,Lorna,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
20/02/2019,09:08:00,Lorna,Primary sump,5000,20,0.02,Depressum,4,40,200,1000,20,10000
28/03/2019,09:15:00,Lorna,Primary sump,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
26/03/2019,09:25:00,Pertunia,After Drumfilter,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
29/03/2019,09:30:00,Pertunia,Primary sump,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
29/03/2019,09:30:00,Pertunia,After Drumfilter,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
29/03/2019,09:30:00,Pertunia,After Drumfilter,5000,20,0.02,Gonyaulax polygramma,4,40,200,1000,20,10000
29/03/2019,09:30:00,Pertunia,After Drumfilter,5000,20,0.02,Prorocentrum micans,4,40,200,1000,20,10000
19/02/2019,09:45:00,Lorna,Primary sump,5000,20,0.02,Chaetoceros,4,40,200,1000,20,10000
18/02/2019,09:50:00,Sarah,After Drumfilter,5000,20,0.02,P. conicum,4,40,200,1000,20,10000
19/04/2019,09:55:00,Share,Primary sump,5000,20,0.02,Ceratium furca,4,40,200,1000,20,10000
19/04/2019,09:55:00,Share,Primary sump,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
28/03/2019,10:00:00,Pertunia,Primary sump,5000,20,0.02,Protoperidinium divergens,4,40,200,1000,20,10000
28/03/2019,10:00:00,Pertunia,Primary sump,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
24/02/2019,10:41:00,Lorna,After Drumfilter,5000,20,0.02,Micans,4,40,200,1000,20,10000
03/04/2019,11:00:00,Lorna,After Drumfilter,5000,20,0.02,Protoperidinium conicum,4,40,200,1000,20,10000
09/05/2019,11:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,4,40,200,1000,20,10000
21/05/2019,11:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,4,40,200,1000,20,10000
28/03/2019,11:00:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium conicum,4,40,200,1000,20,10000
29/03/2019,11:00:00,Lorna,Primary sump,5000,20,0.02,P.gracile,4,40,200,1000,20,10000
29/03/2019,11:00:00,Lorna,After Drumfilter,5000,20,0.02,P.gracile,4,40,200,1000,20,10000
15/02/2019,11:07:00,Ruan,After Drumfilter,5000,20,0.02,Licmophora,4,40,200,1000,20,10000
29/03/2019,12:00:00,Lorna,After Drumfilter,5000,20,0.02,Protoperidinium conicum,4,40,200,1000,20,10000
29/03/2019,12:00:00,Lorna,After Drumfilter,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
19/02/2019,12:03:00,Lorna,Primary sump,5000,20,0.02,P. conicum,4,40,200,1000,20,10000
19/02/2019,12:03:00,Lorna,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
14/04/2019,12:20:00,Sarah,Primary sump,5000,20,0.02,Lingulodinium polyedrum,4,40,200,1000,20,10000
24/12/2018,12:23:00,Lorna,Primary Sump,5000,20,0.004,Gonyaulax polygramma,4,200,200,1000,20,50000
11/01/2019,12:24:00,Lorna,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
11/01/2019,12:24:00,Lorna,Primary sump,5000,20,0.02,Chaetocerus,4,40,200,1000,20,10000
01/02/2019,12:58:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
04/03/2019,13:00:00,Pertunia,Primary sump,5000,20,0.02,Pseudo-Nitzschia,4,40,200,1000,20,10000
27/03/2019,13:00:00,Sarah,After Drumfilter,5000,20,0.02,Protoperidinium conicum,4,40,200,1000,20,10000
06/02/2019,14:00:00,Pertunia,Primary sump,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
06/02/2019,14:00:00,Pertunia,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
18/02/2019,14:00:00,Sarah,Primary sump,5000,20,0.02,Pseudo-Nitzschia,4,40,200,1000,20,10000
18/02/2019,14:00:00,Sarah,Primary sump,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
20/02/2019,14:06:00,Lorna,Primary sump,5000,20,0.02,Pseudo-Nitzschia,4,40,200,1000,20,10000
23/12/2018,15:00:00,Lorna,Primary Sump,5000,20,0.004,Gonyaulax polygramma,4,200,200,1000,20,50000
18/02/2019,15:30:00,Sarah,After Drumfilter,5000,20,0.02,P. conicum,4,40,200,1000,20,10000
19/02/2019,15:30:00,Lorna,Primary sump,5000,20,0.02,C. furca,4,40,200,1000,20,10000
19/02/2019,15:36:00,Lorna,After Drumfilter,5000,20,0.02,Chaetoceros,4,40,200,1000,20,10000
19/02/2019,15:36:00,Lorna,After Drumfilter,5000,20,0.02,C. furca,4,40,200,1000,20,10000
03/02/2019,16:00:00,Pertunia,Primary sump,5000,20,0.02,Chaetocerus,4,40,200,1000,20,10000
04/02/2019,16:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,4,40,200,1000,20,10000
08/04/2019,16:00:00,Pertunia,Primary sump,5000,20,0.02,Protoperidinium diabolum,4,40,200,1000,20,10000
02/01/2019,16:21:00,Lorna,Primary sump,5000,20,0.02,C. fusus,4,40,200,1000,20,10000
24/02/2019,17:00:00,Pertunia,After Drumfilter,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
24/02/2019,17:00:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,4,40,200,1000,20,10000
24/02/2019,17:00:00,Pertunia,After Drumfilter,5000,20,0.02,K. cristata,4,40,200,1000,20,10000
17/02/2019,18:00:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,4,40,200,1000,20,10000
18/02/2019,18:00:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,4,40,200,1000,20,10000
20/02/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
20/02/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Pseudo-Nitzschia,4,40,200,1000,20,10000
26/03/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,C.dens,4,40,200,1000,20,10000
26/03/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Cysts,4,40,200,1000,20,10000
12/02/2019,18:45:00,Pertunia,Settlement,5000,20,0.02,C. furca,4,40,200,1000,20,10000
02/04/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,Ceratium fusus,4,40,200,1000,20,10000
24/02/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
24/02/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,K. cristata,4,40,200,1000,20,10000
24/02/2019,19:00:00,Pertunia,After Drumfilter,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
17/02/2019,19:25:00,Pertunia,Amaza 5 settlement,5000,20,0.02,Diabolum,4,40,200,1000,20,10000
01/04/2019,19:45:00,Sarah,Larvae,5000,20,0.02,Karenia cristata,4,40,200,1000,20,10000
24/02/2019,21:00:00,Pertunia,Primary sump,5000,20,0.02,Divergens,4,40,200,1000,20,10000
24/02/2019,21:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,4,40,200,1000,20,10000
24/02/2019,21:00:00,Pertunia,After Drumfilter,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
24/02/2019,23:00:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
24/02/2019,23:00:00,Pertunia,Primary sump,5000,20,0.02,Micans,4,40,200,1000,20,10000
13/02/2019,23:08:00,Pertunia,Hatchery,5000,20,0.02,C. furca,4,40,200,1000,20,10000
26/03/2019,23:25:00,Pertunia,After Drumfilter,5000,20,0.02,Cysts,4,40,200,1000,20,10000
13/02/2019,23:38:00,Pertunia,Settlement,5000,20,0.02,G. polygramma,4,40,200,1000,20,10000
22/02/2019,00:00:00,Pertunia,After Drumfilter,5000,20,0.02,Diabolum,3,30,150,750,15,7500
15/02/2019,00:05:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,3,30,150,750,15,7500
18/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,Chaetoseros,3,30,150,750,15,7500
18/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,C. fusus,3,30,150,750,15,7500
18/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,Diabolum,3,30,150,750,15,7500
18/02/2019,01:00:00,Pertunia,Nursery SV,5000,20,0.02,Divergens,3,30,150,750,15,7500
21/02/2019,01:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,3,30,150,750,15,7500
21/02/2019,01:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,3,30,150,750,15,7500
21/02/2019,01:00:00,Pertunia,Primary sump,5000,20,0.02,G. polygramma,3,30,150,750,15,7500
21/02/2019,01:00:00,Pertunia,Primary sump,5000,20,0.02,Noctiluca,3,30,150,750,15,7500
21/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,Diabolum,3,30,150,750,15,7500
21/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,C. fusus,3,30,150,750,15,7500
25/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,K. cristata,3,30,150,750,15,7500
25/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,C. fusus,3,30,150,750,15,7500
18/02/2019,01:00:00,Pertunia,Inside Settlement,5000,20,0.02,C.furca,3,30,150,750,15,7500
18/02/2019,02:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,3,30,150,750,15,7500
15/02/2019,02:14:00,Pertunia,Primary sump,5000,20,0.02,Chaetocerus,3,30,150,750,15,7500
15/02/2019,02:14:00,Pertunia,Primary sump,5000,20,0.02,C. furca,3,30,150,750,15,7500
15/02/2019,02:19:00,Pertunia,After Drumfilter,5000,20,0.02,G. polygramma,3,30,150,750,15,7500
18/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,C. fusus,3,30,150,750,15,7500
18/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,3,30,150,750,15,7500
18/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,C. furca,3,30,150,750,15,7500
18/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,Chaetoceros,3,30,150,750,15,7500
18/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,3,30,150,750,15,7500
21/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,Diabolum,3,30,150,750,15,7500
21/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,Licmophora,3,30,150,750,15,7500
21/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,Diabolum,3,30,150,750,15,7500
25/02/2019,03:00:00,Pertunia,Primary sump ,5000,20,0.02,Licmophora,3,30,150,750,15,7500
25/02/2019,03:00:00,Pertunia,Primary sump ,5000,20,0.02,Coscinodiscus Granii,3,30,150,750,15,7500
18/02/2019,04:00:00,Pertunia,Primary sump,5000,20,0.02,Divergens,3,30,150,750,15,7500
18/02/2019,04:00:00,Pertunia,After Drumfilter,5000,20,0.02,C.furca,3,30,150,750,15,7500
18/02/2019,04:00:00,Pertunia,After Drumfilter,5000,20,0.02,Divergens,3,30,150,750,15,7500
15/02/2019,04:36:00,Pertunia,Primary sump,5000,20,0.02,Chaetocerus,3,30,150,750,15,7500
15/02/2019,04:36:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,3,30,150,750,15,7500
15/02/2019,04:36:00,Pertunia,After Drumfilter,5000,20,0.02,C. furca,3,30,150,750,15,7500
25/02/2019,05:00:00,Pertunia,Primary sump,5000,20,0.02,B. paxillifera,3,30,150,750,15,7500
25/02/2019,05:00:00,Pertunia,Primary sump,5000,20,0.02,Divergens,3,30,150,750,15,7500
25/02/2019,05:00:00,Pertunia,After Drumfilter,5000,20,0.02,Coscinodiscus Granii,3,30,150,750,15,7500
25/02/2019,05:00:00,Pertunia,After Drumfilter,5000,20,0.02,G. polygramma,3,30,150,750,15,7500
21/02/2019,06:00:00,Pertunia,Primary sump,5000,20,0.02,depressum,3,30,150,750,15,7500
25/02/2019,06:00:00,Pertunia,Primary sump,5000,20,0.02,Coscinodiscus Granii,3,30,150,750,15,7500
27/03/2019,06:00:00,Sarah,Primary sump,5000,20,0.02,Ceratium furca,3,30,150,750,15,7500
27/03/2019,06:00:00,Sarah,Primary sump,5000,20,0.02,Other,3,30,150,750,15,7500
27/03/2019,06:00:00,Sarah,Primary sump,5000,20,0.02,P. Gracile,3,30,150,750,15,7500
26/03/2019,07:20:00,Pertunia,Primary sump,5000,20,0.02,Karenia cristata,3,30,150,750,15,7500
28/03/2019,07:30:00,Lorna,After Drumfilter,5000,20,0.02,Protoperidinium conicum,3,30,150,750,15,7500
28/03/2019,07:30:00,Lorna,After Drumfilter,5000,20,0.02,Ceratium fusus,3,30,150,750,15,7500
03/04/2019,07:40:00,Lorna,Primary sump,5000,20,0.02,Protoperidinium diabolum,3,30,150,750,15,7500
29/03/2019,07:40:00,Pertunia,Primary sump,5000,20,0.02,Licmophora,3,30,150,750,15,7500
29/03/2019,07:40:00,Pertunia,After Drumfilter,5000,20,0.02,Ceratium fusus,3,30,150,750,15,7500
08/04/2019,07:43:00,Pertunia,Primary sump,5000,20,0.02,Protoperidinium diabolum,3,30,150,750,15,7500
15/02/2019,07:43:00,Ruan,Primary sump,5000,20,0.02,P. conicum,3,30,150,750,15,7500
15/02/2019,07:43:00,Ruan,Primary sump,5000,20,0.02,Divergens,3,30,150,750,15,7500
19/04/2019,07:45:00,Share,Primary sump,5000,20,0.02,Lingulodinium polyedrum,3,30,150,750,15,7500
19/07/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Lycmophora sp.,3,30,150,750,15,7500
19/07/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Cyst,3,30,150,750,15,7500
