Date,Time,Counted by:,Site,Volume Filtered (ml),Frames counted,Volume counted,Species, Cells Counted , Cells/L ,,Yellow_block,RG_meth,SRC_method
24/03/2019,16:00:00,Werner,Primary sump sump,5000,20,0.02,All species,630,6 300,31 500,157500,3150,1575000
09/03/2019,02:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,623,6 230,31 150,155750,3115,1557500
09/03/2019,22:00:00,Pertunia,Primary sump,5000,20,0.02,All species,608,6 080,30 400,152000,3040,1520000
25/03/2019,08:30:00,Pertunia,Kelpcatchers,5000,20,0.02,All species,606,6 060,30 300,151500,3030,1515000
30/03/2019,14:00:00,Lorna,After Drumfilter,5000,20,0.02,Other,605,6 050,30 250,151250,3025,1512500
19/03/2019,14:30:00,Sarah,Primary sump,5000,20,0.02,All species,604,6 040,30 200,151000,3020,1510000
12/02/2019,10:44:00,Pertunia,Sec Swirler,5000,20,0.02,other,600,6 000,30 000,150000,3000,1500000
21/02/2019,06:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,597,5 970,29 850,149250,2985,1492500
30/03/2019,16:00:00,Lorna,After Drumfilter,5000,20,0.02,Other,581,5 810,29 050,145250,2905,1452500
11/03/2019,07:30:00,Sarah,Primary sump,5000,20,0.02,All species,580,5 800,29 000,145000,2900,1450000
02/04/2019,16:00:00,Pertunia,Primary sump,5000,20,0.02,Other,576,5 760,28 800,144000,2880,1440000
10/03/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,All species,572,5 720,28 600,143000,2860,1430000
31/03/2019,08:00:00,Pertunia,After Drumfilter,5000,20,0.02,,552,5 520,27 600,138000,2760,1380000
27/03/2019,20:00:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,551,5 510,27 550,137750,2755,1377500
11/03/2019,02:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,544,5 440,27 200,136000,2720,1360000
19/03/2019,12:30:00,Sarah,After Drumfilter,5000,20,0.02,All species,544,5 440,27 200,136000,2720,1360000
02/04/2019,10:45:00,Lorna,Primary sump,5000,20,0.02,Other,543,5 430,27 150,135750,2715,1357500
19/03/2019,21:00:00,Pertunia,Primary sump,5000,20,0.02,All species,542,5 420,27 100,135500,2710,1355000
17/02/2019,22:50:00,Pertunia,Settlement,5000,20,0.02,All species,539,5 390,26 950,134750,2695,1347500
19/02/2019,02:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,537,5 370,26 850,134250,2685,1342500
19/03/2019,07:30:00,Sarah,Primary sump,5000,20,0.02,All species,533,5 330,26 650,133250,2665,1332500
02/04/2019,10:00:00,Pertunia,After Drumfilter,5000,20,0.02,Other,531,5 310,26 550,132750,2655,1327500
29/03/2019,09:30:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,529,5 290,26 450,132250,2645,1322500
24/02/2019,10:41:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,528,5 280,26 400,132000,2640,1320000
18/02/2019,12:00:00,Sarah,After Drumfilter,5000,20,0.02,Polyedrum,525,5 250,26 250,131250,2625,1312500
14/02/2019,06:07:00,Pertunia,Primary sump,5000,20,0.02,All species,520,5 200,26 000,130000,2600,1300000
20/02/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,All species,520,5 200,26 000,130000,2600,1300000
28/03/2019,16:00:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,519,5 190,25 950,129750,2595,1297500
26/03/2019,12:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,518,5 180,25 900,129500,2590,1295000
24/02/2019,17:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,512,5 120,25 600,128000,2560,1280000
02/04/2019,10:00:00,Pertunia,Primary sump,5000,20,0.02,Other,509,5 090,25 450,127250,2545,1272500
11/02/2019,15:00:00,Pertunia,Primary sump,5000,20,0.02,All species,504,5 040,25 200,126000,2520,1260000
02/04/2019,12:30:00,Lorna,Primary sump,5000,20,0.02,Other,501,5 010,25 050,125250,2505,1252500
13/02/2019,06:45:00,Werner,After Drumfilter,5000,20,0.02,All species,500,5 000,25 000,125000,2500,1250000
26/02/2019,12:20:00,Pertunia,Primary sump,5000,20,0.02,All species,500,5 000,25 000,125000,2500,1250000
17/02/2019,15:00:00,Sarah,After Drumfilter,5000,20,0.02,Polyedrum,500,5 000,25 000,125000,2500,1250000
09/03/2019,07:45:00,Sarah,Primary sump,5000,20,0.02,All species,497,4 970,24 850,124250,2485,1242500
02/04/2019,17:30:00,Pertunia,Primary sump,5000,20,0.02,Other,497,4 970,24 850,124250,2485,1242500
18/02/2019,09:50:00,Sarah,Primary sump,5000,20,0.02,G. polygramma,496,4 960,24 800,124000,2480,1240000
28/03/2019,16:00:00,Lorna,After Drumfilter,5000,20,0.02,Prorocentrum micans,496,4 960,24 800,124000,2480,1240000
30/03/2019,18:00:00,Pertunia,Seaview,5000,20,0.02,Other,495,4 950,24 750,123750,2475,1237500
28/03/2019,15:00:00,Lorna,After Drumfilter,5000,20,0.02,Other,492,4 920,24 600,123000,2460,1230000
18/02/2019,07:45:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,488,4 880,24 400,122000,2440,1220000
19/03/2019,14:30:00,Sarah,After Drumfilter,5000,20,0.02,All species,485,4 850,24 250,121250,2425,1212500
27/03/2019,20:40:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,483,4 830,24 150,120750,2415,1207500
27/03/2019,23:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,483,4 830,24 150,120750,2415,1207500
18/02/2019,05:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,480,4 800,24 000,120000,2400,1200000
13/02/2019,13:59:00,Pertunia,Primary sump,5000,20,0.02,All species,480,4 800,24 000,120000,2400,1200000
14/02/2019,15:30:00,Lorna,After Drumfilter,5000,20,0.02,All species,480,4 800,24 000,120000,2400,1200000
14/02/2019,16:30:00,Lorna,After Drumfilter,5000,20,0.02,All species,480,4 800,24 000,120000,2400,1200000
18/02/2019,15:30:00,Sarah,Primary sump,5000,20,0.02,All species,479,4 790,23 950,119750,2395,1197500
29/03/2019,20:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,476,4 760,23 800,119000,2380,1190000
18/02/2019,14:00:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,474,4 740,23 700,118500,2370,1185000
21/02/2019,18:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,472,4 720,23 600,118000,2360,1180000
25/03/2019,23:45:00,Pertunia,Primary sump,5000,20,0.02,All species,470,4 700,23 500,117500,2350,1175000
25/01/2019,10:41:00,Pertunia,Primary sump,5000,20,0.02,C. furca,456,4 560,22 800,114000,2280,1140000
30/03/2019,18:00:00,Pertunia,After Drumfilter,5000,20,0.02,Other,456,4 560,22 800,114000,2280,1140000
21/02/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,455,4 550,22 750,113750,2275,1137500
29/03/2019,07:40:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,455,4 550,22 750,113750,2275,1137500
18/02/2019,16:15:00,Sarah,Primary sump,5000,20,0.02,All species,453,4 530,22 650,113250,2265,1132500
05/03/2019,08:00:00,Sarah,Primary sump,5000,20,0.02,All species,447,4 470,22 350,111750,2235,1117500
10/03/2019,22:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,440,4 400,22 000,110000,2200,1100000
20/02/2019,21:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,439,4 390,21 950,109750,2195,1097500
30/03/2019,14:00:00,Lorna,Primary sump,5000,20,0.02,Lingulodinium polyedrum,438,4 380,21 900,109500,2190,1095000
24/02/2019,08:06:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,436,4 360,21 800,109000,2180,1090000
24/02/2019,14:40:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,436,4 360,21 800,109000,2180,1090000
30/03/2019,20:30:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,436,4 360,21 800,109000,2180,1090000
19/02/2019,00:05:00,Sarah,After Drumfilter,5000,20,0.02,All species,434,4 340,21 700,108500,2170,1085000
26/03/2019,01:35:00,Pertunia,Primary sump,5000,20,0.02,All species,432,4 320,21 600,108000,2160,1080000
10/03/2019,05:00:00,Pertunia,Primary sump,5000,20,0.02,All species,430,4 300,21 500,107500,2150,1075000
28/03/2019,00:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,422,4 220,21 100,105500,2110,1055000
21/02/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,421,4 210,21 050,105250,2105,1052500
14/02/2019,04:28:00,Pertunia,After Drumfilter,5000,20,0.02,All species,420,4 200,21 000,105000,2100,1050000
13/02/2019,15:00:00,Pertunia,Primary sump,5000,20,0.02,All species,420,4 200,21 000,105000,2100,1050000
28/03/2019,12:00:00,Pertunia,Primary sump,5000,20,0.02,All species,414,4 140,20 700,103500,2070,1035000
28/03/2019,16:00:00,Lorna,Primary sump,5000,20,0.02,Lingulodinium polyedrum,413,4 130,20 650,103250,2065,1032500
18/02/2019,14:00:00,Sarah,After Drumfilter,5000,20,0.02,G. polygramma,407,4 070,20 350,101750,2035,1017500
03/04/2019,07:40:00,Lorna,Primary sump,5000,20,0.02,Ceratium furca,404,4 040,20 200,101000,2020,1010000
30/03/2019,13:00:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,404,4 040,20 200,101000,2020,1010000
19/03/2019,16:30:00,Sarah,After Drumfilter,5000,20,0.02,All species,404,4 040,20 200,101000,2020,1010000
17/02/2019,19:25:00,Pertunia,Amaza 5 settlement,5000,20,0.02,Polyedrum,404,4 040,20 200,101000,2020,1010000
12/02/2019,10:30:00,Pertunia,After Drumfilter,5000,20,0.02,other,400,4 000,20 000,100000,2000,1000000
17/02/2019,12:44:00,Sarah,After Drumfilter,5000,20,0.02,Polyedrum,400,4 000,20 000,100000,2000,1000000
13/02/2019,15:50:00,Pertunia,Primary sump,5000,20,0.02,All species,400,4 000,20 000,100000,2000,1000000
29/03/2019,13:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,399,3 990,19 950,99750,1995,997500
28/03/2019,00:00:00,Pertunia,Primary sump,5000,20,0.02,Other,398,3 980,19 900,99500,1990,995000
10/03/2019,03:00:00,Pertunia,Primary sump,5000,20,0.02,All species,397,3 970,19 850,99250,1985,992500
22/02/2019,02:53:00,Pertunia,Primary sump,5000,20,0.02,All species,394,3 940,19 700,98500,1970,985000
30/03/2019,19:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,389,3 890,19 450,97250,1945,972500
20/02/2019,15:23:00,Pertunia,Primary sump,5000,20,0.02,All species,388,3 880,19 400,97000,1940,970000
29/03/2019,20:00:00,Sarah,Primary sump,5000,20,0.02,HAB Total Count,385,3 850,19 250,96250,1925,962500
30/03/2019,20:30:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,385,3 850,19 250,96250,1925,962500
01/04/2019,19:45:00,Sarah,Broodstock,5000,20,0.02,Other,383,3 830,19 150,95750,1915,957500
27/03/2019,23:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,381,3 810,19 050,95250,1905,952500
14/02/2019,07:39:00,Lorna,Primary sump,5000,20,0.02,All species,380,3 800,19 000,95000,1900,950000
20/02/2019,05:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,377,3 770,18 850,94250,1885,942500
10/03/2019,07:30:00,Sarah,Primary sump,5000,20,0.02,All species,375,3 750,18 750,93750,1875,937500
31/03/2019,08:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,372,3 720,18 600,93000,1860,930000
28/03/2019,17:00:00,Sarah,After Drumfilter,5000,20,0.02,Prorocentrum micans,370,3 700,18 500,92500,1850,925000
26/03/2019,03:05:00,Pertunia,Primary sump,5000,20,0.02,All species,365,3 650,18 250,91250,1825,912500
30/03/2019,19:00:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,364,3 640,18 200,91000,1820,910000
18/02/2019,09:50:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,361,3 610,18 050,90250,1805,902500
14/02/2019,09:05:00,Lorna,Primary sump,5000,20,0.02,All species,360,3 600,18 000,90000,1800,900000
14/02/2019,11:04:00,Lorna,After Drumfilter,5000,20,0.02,All species,360,3 600,18 000,90000,1800,900000
28/03/2019,16:00:00,Lorna,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,360,3 600,18 000,90000,1800,900000
30/03/2019,16:00:00,Lorna,Primary sump,5000,20,0.02,Lingulodinium polyedrum,360,3 600,18 000,90000,1800,900000
25/03/2019,22:30:00,Pertunia,Primary sump,5000,20,0.02,All species,355,3 550,17 750,88750,1775,887500
01/04/2019,19:45:00,Sarah,Larvae,5000,20,0.02,Other,353,3 530,17 650,88250,1765,882500
20/03/2019,18:30:00,Pertunia,Primary sump Sump,5000,20,0.02,All species,350,3 500,17 500,87500,1750,875000
01/11/2018,08:00:00,Nuette,Primary Sump,5000,20,0.004,Chaetocerus sp.,349,17 450,17 450,87250,1745,4362500
19/02/2019,11:12:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,342,3 420,17 100,85500,1710,855000
20/02/2019,19:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,342,3 420,17 100,85500,1710,855000
10/03/2019,01:00:00,Pertunia,Primary sump,5000,20,0.02,All species,341,3 410,17 050,85250,1705,852500
14/02/2019,07:50:00,Lorna,After Drumfilter,5000,20,0.02,All species,340,3 400,17 000,85000,1700,850000
13/03/2019,14:30:00,Sarah,Primary sump,5000,20,0.02,All species,340,3 400,17 000,85000,1700,850000
02/11/2018,08:00:00,Nuette,Primary Sump,5000,20,0.004,Chaetocerus sp.,335,16 750,16 750,83750,1675,4187500
07/03/2019,14:15:00,Sarah,After Drumfilter,5000,20,0.02,All species,334,3 340,16 700,83500,1670,835000
19/02/2019,09:45:00,Lorna,Primary sump,5000,20,0.02, G. polygramma ,333,3 330,16 650,83250,1665,832500
19/02/2019,14:30:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,332,3 320,16 600,83000,1660,830000
11/02/2019,20:30:00,Pertunia,Sec Swirler,5000,20,0.02,Polyedrum,332,3 320,16 600,83000,1660,830000
27/02/2019,19:00:00,Pertunia,Primary sump ,5000,20,0.02,All species,331,3 310,16 550,82750,1655,827500
21/02/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,328,3 280,16 400,82000,1640,820000
10/03/2019,05:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,328,3 280,16 400,82000,1640,820000
28/03/2019,13:00:00,Pertunia,Primary sump,5000,20,0.02,Other,326,3 260,16 300,81500,1630,815000
20/02/2019,23:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,325,3 250,16 250,81250,1625,812500
24/02/2019,11:51:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,322,3 220,16 100,80500,1610,805000
19/02/2019,04:00:00,Sarah,Primary sump,5000,20,0.02,All species,320,3 200,16 000,80000,1600,800000
17/02/2019,10:30:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,320,3 200,16 000,80000,1600,800000
09/03/2019,13:30:00,Sarah,After Drumfilter,5000,20,0.02,All species,320,3 200,16 000,80000,1600,800000
28/03/2019,15:00:00,Lorna,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,318,3 180,15 900,79500,1590,795000
29/03/2019,15:45:00,Sarah,Primary sump,5000,20,0.02,All species,318,3 180,15 900,79500,1590,795000
18/02/2019,12:00:00,Sarah,Primary sump,5000,20,0.02,Other,316,3 160,15 800,79000,1580,790000
27/03/2019,20:40:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,316,3 160,15 800,79000,1580,790000
10/03/2019,10:00:00,Sarah,Primary sump,5000,20,0.02,All species,312,3 120,15 600,78000,1560,780000
15/04/2019,07:45:00,Lorna,Primary sump,5000,20,0.02,All species,309,3 090,15 450,77250,1545,772500
27/03/2019,21:30:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,308,3 080,15 400,77000,1540,770000
02/04/2019,11:45:00,Lorna,Primary sump,5000,20,0.02,Other,305,3 050,15 250,76250,1525,762500
30/03/2019,17:00:00,Lorna,Primary sump,5000,20,0.02,Lingulodinium polyedrum,304,3 040,15 200,76000,1520,760000
14/02/2019,02:58:00,Pertunia,After Drumfilter,5000,20,0.02,All species,300,3 000,15 000,75000,1500,750000
14/02/2019,14:22:00,Lorna,After Drumfilter,5000,20,0.02,All species,300,3 000,15 000,75000,1500,750000
15/03/2019,07:30:00,Sarah,Primary sump,5000,20,0.02,All species,296,2 960,14 800,74000,1480,740000
29/03/2019,07:40:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,294,2 940,14 700,73500,1470,735000
16/03/2019,08:45:00,Sarah,Primary sump,5000,20,0.02,All species,292,2 920,14 600,73000,1460,730000
29/03/2019,14:45:00,Sarah,Primary sump,5000,20,0.02,All species,291,2 910,14 550,72750,1455,727500
20/02/2019,03:00:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,289,2 890,14 450,72250,1445,722500
20/02/2019,09:05:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,289,2 890,14 450,72250,1445,722500
19/02/2019,21:00:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,289,2 890,14 450,72250,1445,722500
19/02/2019,12:03:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,286,2 860,14 300,71500,1430,715000
27/03/2019,18:30:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,285,2 850,14 250,71250,1425,712500
21/02/2019,06:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,281,2 810,14 050,70250,1405,702500
28/03/2019,07:30:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,280,2 800,14 000,70000,1400,700000
13/02/2019,12:10:00,Pertunia,Primary sump,5000,20,0.02,All species,280,2 800,14 000,70000,1400,700000
28/03/2019,13:00:00,Pertunia,After Drumfilter,5000,20,0.02,Other,280,2 800,14 000,70000,1400,700000
14/02/2019,19:55:00,Pertunia,Primary sump,5000,20,0.02,All species,280,2 800,14 000,70000,1400,700000
28/03/2019,13:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,278,2 780,13 900,69500,1390,695000
26/03/2019,05:00:00,Pertunia,Primary sump,5000,20,0.02,All species,277,2 770,13 850,69250,1385,692500
19/02/2019,19:00:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,274,2 740,13 700,68500,1370,685000
03/04/2019,17:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,268,2 680,13 400,67000,1340,670000
09/03/2019,18:00:00,Sarah,Primary sump,5000,20,0.02,All species,268,2 680,13 400,67000,1340,670000
18/02/2019,07:45:00,Sarah,Primary sump,5000,20,0.02,others,267,2 670,13 350,66750,1335,667500
02/04/2019,16:00:00,Pertunia,After Drumfilter,5000,20,0.02,Other,267,2 670,13 350,66750,1335,667500
28/03/2019,21:00:00,Sarah,Primary sump,5000,20,0.02,All species,266,2 660,13 300,66500,1330,665000
10/03/2019,14:00:00,Sarah,Primary sump,5000,20,0.02,All species,263,2 630,13 150,65750,1315,657500
11/02/2019,20:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,262,2 620,13 100,65500,1310,655000
12/03/2019,11:00:00,Chriss-Mart,Broodstock,5000,20,0.02,All species,260,2 600,13 000,65000,1300,650000
20/02/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,258,2 580,12 900,64500,1290,645000
28/03/2019,10:00:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,255,2 550,12 750,63750,1275,637500
02/04/2019,11:45:00,Lorna,Primary sump,5000,20,0.02,Lingulodinium polyedrum,254,2 540,12 700,63500,1270,635000
22/02/2019,00:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,253,2 530,12 650,63250,1265,632500
28/03/2019,08:20:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,253,2 530,12 650,63250,1265,632500
27/03/2019,21:30:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,253,2 530,12 650,63250,1265,632500
25/03/2019,23:55:00,Pertunia,After Drumfilter,5000,20,0.02,All species,252,2 520,12 600,63000,1260,630000
10/03/2019,10:00:00,Sarah,After Drumfilter,5000,20,0.02,All species,251,2 510,12 550,62750,1255,627500
02/11/2018,08:00:00,Nuette,Primary Sump,5000,20,0.004,Rhizosolenia,250,12 500,12 500,62500,1250,3125000
28/02/2019,11:45:00,Sarah,After Drumfilter,5000,20,0.02,All species,245,2 450,12 250,61250,1225,612500
18/02/2019,12:00:00,Sarah,After Drumfilter,5000,20,0.02,Other,245,2 450,12 250,61250,1225,612500
19/02/2019,15:30:00,Lorna,Primary sump,5000,20,0.02,G. polygramma,245,2 450,12 250,61250,1225,612500
12/03/2019,06:00:00,Sarah,Primary sump,5000,20,0.02,All species,244,2 440,12 200,61000,1220,610000
02/04/2019,15:20:00,Pertunia,Primary sump,5000,20,0.02,Other,244,2 440,12 200,61000,1220,610000
30/03/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,243,2 430,12 150,60750,1215,607500
19/02/2019,07:44:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,241,2 410,12 050,60250,1205,602500
19/02/2019,09:50:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,240,2 400,12 000,60000,1200,600000
14/04/2019,16:10:00,Sarah,Primary sump,5000,20,0.02,All species,239,2 390,11 950,59750,1195,597500
03/04/2019,07:40:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,238,2 380,11 900,59500,1190,595000
29/03/2019,09:30:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,234,2 340,11 700,58500,1170,585000
19/02/2019,14:36:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,234,2 340,11 700,58500,1170,585000
10/03/2019,01:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,233,2 330,11 650,58250,1165,582500
29/03/2019,21:15:00,Sarah,Seaview,5000,20,0.02,HAB Total Count,233,2 330,11 650,58250,1165,582500
29/03/2019,11:00:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,232,2 320,11 600,58000,1160,580000
19/02/2019,21:00:00,Sarah,Primary sump,5000,20,0.02,G. polygramma,232,2 320,11 600,58000,1160,580000
11/03/2019,12:00:00,Chriss-Mart,Primary sump,5000,20,0.02,All species,230,2 300,11 500,57500,1150,575000
10/03/2019,03:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,229,2 290,11 450,57250,1145,572500
18/02/2019,07:45:00,Sarah,After Drumfilter,5000,20,0.02,Polyedrum,228,2 280,11 400,57000,1140,570000
17/03/2019,08:42:00,Sarah,Primary sump,5000,20,0.02,All species,228,2 280,11 400,57000,1140,570000
26/03/2019,15:45:00,Lorna,Primary sump,5000,20,0.02,Prorocentrum micans,228,2 280,11 400,57000,1140,570000
12/02/2019,18:35:00,Pertunia,Broodstock,5000,20,0.02,Polyedrum,227,2 270,11 350,56750,1135,567500
24/02/2019,09:11:00,Lorna,After Drumfilter,5000,20,0.02,G. polygramma,226,2 260,11 300,56500,1130,565000
28/03/2019,20:00:00,Sarah,Primary sump,5000,20,0.02,All species,226,2 260,11 300,56500,1130,565000
12/03/2019,11:00:00,Chriss-Mart,Hatchery,5000,20,0.02,All species,224,2 240,11 200,56000,1120,560000
26/03/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,224,2 240,11 200,56000,1120,560000
26/03/2019,09:20:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,220,2 200,11 000,55000,1100,550000
14/02/2019,21:00:00,Pertunia,Primary sump,5000,20,0.02,All species,220,2 200,11 000,55000,1100,550000
20/02/2019,23:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,220,2 200,11 000,55000,1100,550000
19/02/2019,23:00:00,Sarah,Primary sump,5000,20,0.02,Polyedrum,219,2 190,10 950,54750,1095,547500
12/02/2019,08:30:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,218,2 180,10 900,54500,1090,545000
02/04/2019,20:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,217,2 170,10 850,54250,1085,542500
12/02/2019,08:30:00,Pertunia,Sec Swirler,5000,20,0.02,Polyedrum,216,2 160,10 800,54000,1080,540000
26/03/2019,01:40:00,Pertunia,After Drumfilter,5000,20,0.02,All species,214,2 140,10 700,53500,1070,535000
26/03/2019,08:00:00,Sarah,Primary sump,5000,20,0.02,All species,214,2 140,10 700,53500,1070,535000
27/03/2019,20:40:00,Pertunia,Primary sump,5000,20,0.02,Ceratium furca,214,2 140,10 700,53500,1070,535000
27/03/2019,18:30:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,213,2 130,10 650,53250,1065,532500
12/03/2019,11:00:00,Sarah,Primary sump,5000,20,0.02,All species,212,2 120,10 600,53000,1060,530000
24/02/2019,17:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,212,2 120,10 600,53000,1060,530000
26/03/2019,18:00:00,Pertunia,Primary sump,5000,20,0.02,Prorocentrum micans,212,2 120,10 600,53000,1060,530000
10/03/2019,07:30:00,Sarah,After Drumfilter,5000,20,0.02,All species,211,2 110,10 550,52750,1055,527500
25/01/2019,12:23:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,210,2 100,10 500,52500,1050,525000
11/02/2019,14:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,209,2 090,10 450,52250,1045,522500
29/03/2019,11:00:00,Lorna,After Drumfilter,5000,20,0.02,Prorocentrum micans,208,2 080,10 400,52000,1040,520000
15/03/2019,17:00:00,Sarah,Primary sump,5000,20,0.02,All species,208,2 080,10 400,52000,1040,520000
09/03/2019,07:45:00,Sarah,After Drumfilter,5000,20,0.02,All species,207,2 070,10 350,51750,1035,517500
28/03/2019,13:00:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,207,2 070,10 350,51750,1035,517500
10/03/2019,18:00:00,Pertunia,After Drumfilter,5000,20,0.02,All species,205,2 050,10 250,51250,1025,512500
01/04/2019,19:45:00,Sarah,Larvae,5000,20,0.02,Lingulodinium polyedrum,205,2 050,10 250,51250,1025,512500
01/04/2019,19:45:00,Sarah,Broodstock,5000,20,0.02,Lingulodinium polyedrum,204,2 040,10 200,51000,1020,510000
28/03/2019,00:00:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,203,2 030,10 150,50750,1015,507500
26/03/2019,13:30:00,Sarah,Primary sump,5000,20,0.02,All species,203,2 030,10 150,50750,1015,507500
04/03/2019,17:00:00,Pertunia,Primary sump,5000,20,0.02,Polyedrum,203,2 030,10 150,50750,1015,507500
27/03/2019,20:40:00,Pertunia,After Drumfilter,5000,20,0.02,Prorocentrum micans,203,2 030,10 150,50750,1015,507500
26/03/2019,07:20:00,Pertunia,Primary sump,5000,20,0.02,Lingulodinium polyedrum,202,2 020,10 100,50500,1010,505000
02/04/2019,10:00:00,Pertunia,After Drumfilter,5000,20,0.02,Lingulodinium polyedrum,202,2 020,10 100,50500,1010,505000
17/02/2019,18:18:00,Pertunia,Broodstock,5000,20,0.02,Polyedrum,201,2 010,10 050,50250,1005,502500
12/02/2019,18:40:00,Pertunia,Nursery,5000,20,0.02,Polyedrum,201,2 010,10 050,50250,1005,502500
25/02/2019,05:00:00,Pertunia,After Drumfilter,5000,20,0.02,Polyedrum,200,2 000,10 000,50000,1000,500000
