Date,Time,Counted by,Site,Volume.Filtered.(ml),Frames.counted,CellsCounted,Cells/L,SRC_method
25/01/2019,10:41,Pertunia,Primary sump,5000,20,2,100,500
25/01/2019,10:41,Pertunia,Primary sump,5000,20,2,100,500
26/01/2019,13:47,Pertunia,Primary sump,5000,20,2,100,500
26/01/2019,16:52,Pertunia,Primary sump,5000,20,2,100,500
27/01/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
27/01/2019,14:00,Pertunia,Primary sump,5000,20,2,100,500
27/01/2019,14:00,Pertunia,Primary sump,5000,20,2,100,500
29/01/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
31/01/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
31/01/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
31/01/2019,17:00,Pertunia,Primary sump,5000,20,2,100,500
01/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
01/02/2019,12:58,Pertunia,Primary sump,5000,20,2,100,500
01/02/2019,12:58,Pertunia,Primary sump,5000,20,2,100,500
02/02/2013,16:28,Pertunia,Primary sump,5000,20,2,100,500
02/02/2013,16:28,Pertunia,Primary sump,5000,20,2,100,500
02/02/2013,16:28,Pertunia,Primary sump,5000,20,2,100,500
03/02/2019,08:23,Pertunia,Primary sump,5000,20,2,100,500
03/02/2019,16:00,Pertunia,Primary sump,5000,20,2,100,500
04/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
05/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
05/02/2019,16:26,Pertunia,Primary sump,5000,20,2,100,500
05/02/2019,16:26,Pertunia,Primary sump,5000,20,2,100,500
05/02/2019,16:26,Pertunia,Primary sump,5000,20,2,100,500
05/02/2019,16:26,Pertunia,Primary sump,5000,20,2,100,500
06/02/2019,08:20,Pertunia,Primary sump,5000,20,2,100,500
06/02/2019,08:20,Pertunia,Primary sump,5000,20,2,100,500
06/02/2019,14:00,Pertunia,Primary sump,5000,20,2,100,500
07/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
07/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
07/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
08/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
08/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
11/02/2019,09:00,Pertunia,Primary sump,5000,20,2,100,500
11/02/2019,20:00,Pertunia,Primary sump,5000,20,2,100,500
12/02/2019,08:00,Pertunia,Primary sump,5000,20,2,100,500
13/02/2019,23:08,Pertunia,Hatchery,5000,20,2,100,500
13/02/2019,23:18,Pertunia,Broodstock,5000,20,2,100,500
15/02/2019,00:05,Pertunia,Primary sump,5000,20,2,100,500
15/02/2019,00:05,Pertunia,Primary sump,5000,20,2,100,500
15/02/2019,02:14,Pertunia,Primary sump,5000,20,2,100,500
15/02/2019,02:19,Pertunia,After Drumfilter,5000,20,2,100,500
15/02/2019,04:36,Pertunia,After Drumfilter,5000,20,2,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,2,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,2,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,2,100,500
15/02/2019,07:43,Ruan,Primary sump,5000,20,2,100,500
15/02/2019,09:54,Ruan,Primary sump,5000,20,2,100,500
15/02/2019,10:01,Ruan,After Drumfilter,5000,20,2,100,500
15/02/2019,10:01,Ruan,After Drumfilter,5000,20,2,100,500
17/02/2019,18:18,Pertunia,Broodstock,5000,20,2,100,500
17/02/2019,19:14,Pertunia,Nursery SV,5000,20,2,100,500
17/02/2019,22:31,Pertunia,Broodstock,5000,20,2,100,500
17/02/2019,22:31,Pertunia,Broodstock,5000,20,2,100,500
18/02/2019,01:00,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,01:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,02:00,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,02:00,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,02:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,02:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,02:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,02:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,02:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,03:00,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,04:00,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,04:00,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,09:50,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,09:50,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,14:00,Sarah,Primary sump,5000,20,2,100,500
18/02/2019,14:00,Sarah,Primary sump,5000,20,2,100,500
18/02/2019,14:00,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,14:00,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,14:00,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,15:30,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,15:30,Sarah,After Drumfilter,5000,20,2,100,500
18/02/2019,17:50,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,17:50,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,17:50,Pertunia,Primary sump,5000,20,2,100,500
18/02/2019,18:00,Pertunia,After Drumfilter,5000,20,2,100,500
18/02/2019,19:00,Pertunia,Primary sump,5000,20,2,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,07:44,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,11:12,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,12:06,Lorna,After Drumfilter,5000,20,2,100,500
19/02/2019,12:06,Lorna,After Drumfilter,5000,20,2,100,500
19/02/2019,14:36,Lorna,After Drumfilter,5000,20,2,100,500
19/02/2019,15:30,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,15:30,Lorna,Primary sump,5000,20,2,100,500
19/02/2019,15:30,Lorna,Primary sump,5000,20,2,100,500
20/02/2019,09:05,Lorna,Primary sump,5000,20,2,100,500
20/02/2019,09:05,Lorna,Primary sump,5000,20,2,100,500
20/02/2019,09:08,Lorna,After Drumfilter,5000,20,2,100,500
20/02/2019,09:08,Lorna,After Drumfilter,5000,20,2,100,500
20/02/2019,18:00,Pertunia,Primary sump,5000,20,2,100,500
20/02/2019,18:00,Pertunia,Primary sump,5000,20,2,100,500
20/02/2019,18:00,Pertunia,After Drumfilter,5000,20,2,100,500
20/02/2019,19:00,Pertunia,After Drumfilter,5000,20,2,100,500
20/02/2019,19:00,Pertunia,After Drumfilter,5000,20,2,100,500
20/02/2019,21:00,Pertunia,After Drumfilter,5000,20,2,100,500
20/02/2019,21:00,Pertunia,After Drumfilter,5000,20,2,100,500
20/02/2019,21:00,Pertunia,After Drumfilter,5000,20,2,100,500
20/02/2019,23:00,Pertunia,Primary sump,5000,20,2,100,500
20/02/2019,23:00,Pertunia,After Drumfilter,5000,20,2,100,500
21/02/2019,01:00,Pertunia,Primary sump,5000,20,2,100,500
21/02/2019,01:00,Pertunia,Primary sump,5000,20,2,100,500
21/02/2019,01:00,Pertunia,Primary sump,5000,20,2,100,500
21/02/2019,01:00,Pertunia,After Drumfilter,5000,20,2,100,500
21/02/2019,03:00,Pertunia,After Drumfilter,5000,20,2,100,500
21/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
21/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
21/02/2019,20:00,Pertunia,After Drumfilter,5000,20,2,100,500
22/02/2019,00:00,Pertunia,After Drumfilter,5000,20,2,100,500
22/02/2019,00:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,08:10,Lorna,After Drumfilter,5000,20,2,100,500
24/02/2019,09:11,Lorna,After Drumfilter,5000,20,2,100,500
24/02/2019,10:41,Lorna,After Drumfilter,5000,20,2,100,500
24/02/2019,12:56,Lorna,After Drumfilter,5000,20,2,100,500
24/02/2019,17:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,17:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,17:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,17:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,17:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,17:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,17:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,19:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,19:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,19:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,21:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,21:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,21:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,21:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,21:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,21:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,21:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,23:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,23:00,Pertunia,Primary sump,5000,20,2,100,500
24/02/2019,23:00,Pertunia,After Drumfilter,5000,20,2,100,500
24/02/2019,23:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,01:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,01:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,01:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,03:00,Pertunia,Primary sump ,5000,20,2,100,500
25/02/2019,03:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,03:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,2,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,2,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,2,100,500
25/02/2019,05:00,Pertunia,Primary sump,5000,20,2,100,500
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,05:00,Pertunia,After Drumfilter,5000,20,2,100,500
25/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
25/02/2019,06:00,Pertunia,Primary sump,5000,20,2,100,500
04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,2,100,500
04/03/2019,08:00,Pertunia,After Drumfilter,5000,20,2,100,500
04/03/2019,13:00,Pertunia,Primary sump,5000,20,2,100,500
04/03/2019,13:00,Pertunia,Primary sump,5000,20,2,100,500
04/03/2019,13:00,Pertunia,After Drumfilter,5000,20,2,100,500
04/03/2019,13:00,Pertunia,After Drumfilter,5000,20,2,100,500
04/03/2019,17:00,Pertunia,After Drumfilter,5000,20,2,100,500
04/03/2019,17:00,Pertunia,After Drumfilter,5000,20,2,100,500
04/09/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
04/09/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
10/09/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
10/09/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
10/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
10/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
10/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
11/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
11/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
15/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
15/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
15/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
24/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
24/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
24/10/2019,08:00,Kabelo,Primary sump,5000,100,2,100,100
21/11/2019,08:00,Kabelo,Primary sump,5000,72,2,138.8888889,138.8888889
21/11/2019,08:00,Kabelo,Primary sump,5000,72,2,138.8888889,138.8888889
12/12/2019,08:00,Pertunia,Primary sump,5000,67,2,149.2537313,149.2537313
29/10/2019,08:00,Jan,Primary sump,5000,66,2,151.5151515,151.5151515
29/10/2019,08:00,Jan,Primary sump,5000,66,2,151.5151515,151.5151515
29/10/2019,08:00,Jan,Primary sump,5000,66,2,151.5151515,151.5151515
29/10/2019,08:00,Jan,Primary sump,5000,66,2,151.5151515,151.5151515
12/06/2019,08:00,Pertunia,Primary sump,5000,63,2,158.7301587,158.7301587
12/06/2019,08:00,Pertunia,Primary sump,5000,63,2,158.7301587,158.7301587
12/06/2019,08:00,Pertunia,Primary sump,5000,63,2,158.7301587,158.7301587
15/11/2019,08:00,Kabelo,Primary sump,5000,57,2,175.4385965,175.4385965
20/11/2019,08:00,Pertunia,Primary sump,5000,54,2,185.1851852,185.1851852
22/11/2019,08:00,Kabelo,Primary sump,5000,53,2,188.6792453,188.6792453
22/11/2019,08:00,Kabelo,Primary sump,5000,53,2,188.6792453,188.6792453
14/11/2019,16:00,Kabelo,Primary sump,5000,52,2,192.3076923,192.3076923
14/11/2019,16:00,Kabelo,Primary sump,5000,52,2,192.3076923,192.3076923
31/10/2018,08:00,Nuette,Primary sump,5000,10,2,200,1000
23/02/2019,11:00,Lorna,Primary sump,5000,10,2,200,1000
23/02/2019,,Lorna,After Drumfilter,5000,10,2,200,1000
01/03/2019,08:00,Pertunia,After Drumfilter,5000,10,2,200,1000
01/03/2019,08:00,Pertunia,Primary sump,5000,10,2,200,1000
16/08/2019,08:00,Lorna,Primary sump,5000,10,2,200,1000
25/10/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
04/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
18/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
18/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
18/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
19/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
19/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
19/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
19/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
19/11/2019,08:00,Kabelo,Primary sump,5000,50,2,200,200
30/10/2019,08:00,Kabelo,Primary sump,5000,49,2,204.0816327,204.0816327
30/10/2019,08:00,Kabelo,Primary sump,5000,49,2,204.0816327,204.0816327
01/11/2019,08:00,Kabelo,Primary sump,5000,48,2,208.3333333,208.3333333
01/11/2019,08:00,Kabelo,Primary sump,5000,48,2,208.3333333,208.3333333
01/11/2019,08:00,Kabelo,Primary sump,5000,48,2,208.3333333,208.3333333
01/11/2019,08:00,Kabelo,Primary sump,5000,48,2,208.3333333,208.3333333
01/11/2019,08:00,Kabelo,Primary sump,5000,48,2,208.3333333,208.3333333
25/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
25/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
25/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
25/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
28/11/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
04/12/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
04/12/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
04/12/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
04/12/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
04/12/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
04/12/2019,08:00,Kabelo,Primary sump,5000,47,2,212.7659574,212.7659574
19/08/2019,08:00,Lorna,Primary sump,5000,9,2,222.2222222,1111.111111
19/08/2019,08:00,Lorna,Primary sump,5000,9,2,222.2222222,1111.111111
19/08/2019,08:00,Lorna,Primary sump,5000,9,2,222.2222222,1111.111111
20/08/2019,08:00,Lorna,Primary sump,5000,9,2,222.2222222,1111.111111
20/08/2019,08:00,Lorna,Primary sump,5000,9,2,222.2222222,1111.111111
06/11/2019,08:00,Kabelo,Primary sump,5000,43,2,232.5581395,232.5581395
06/11/2019,08:00,Kabelo,Primary sump,5000,43,2,232.5581395,232.5581395
06/11/2019,08:00,Kabelo,Primary sump,5000,43,2,232.5581395,232.5581395
03/12/2019,08:00,Kabelo,Primary sump,5000,43,2,232.5581395,232.5581395
03/12/2019,08:00,Kabelo,Primary sump,5000,43,2,232.5581395,232.5581395
03/12/2019,08:00,Kabelo,Primary sump,5000,43,2,232.5581395,232.5581395
08/11/2019,08:00,Kabelo,Primary sump,5000,42,2,238.0952381,238.0952381
08/11/2019,08:00,Kabelo,Primary sump,5000,42,2,238.0952381,238.0952381
08/11/2019,08:00,Kabelo,Primary sump,5000,42,2,238.0952381,238.0952381
08/11/2019,08:00,Kabelo,Primary sump,5000,42,2,238.0952381,238.0952381
05/12/2019,12:45,Kabelo,Primary sump,5000,41,2,243.902439,243.902439
05/12/2019,12:45,Kabelo,Primary sump,5000,41,2,243.902439,243.902439
05/12/2019,12:45,Kabelo,Primary sump,5000,41,2,243.902439,243.902439
10/12/2019,08:00,Kabelo,Primary sump,5000,41,2,243.902439,243.902439
10/12/2019,08:00,Kabelo,Primary sump,5000,41,2,243.902439,243.902439
05/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
05/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
05/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
06/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
06/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
07/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
07/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
08/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
12/08/2019,08:00,Lorna,Primary sump,5000,40,2,250,250
11/11/2019,08:00,Kabelo,Primary sump,5000,40,2,250,250
11/11/2019,08:00,Kabelo,Primary sump,5000,40,2,250,250
11/11/2019,08:00,Kabelo,Primary sump,5000,40,2,250,250
11/11/2019,08:00,Kabelo,Primary sump,5000,40,2,250,250
11/11/2019,08:00,Kabelo,Primary sump,5000,40,2,250,250
31/10/2019,08:00,Kabelo,Primary sump,5000,39,2,256.4102564,256.4102564
31/10/2019,08:00,Kabelo,Primary sump,5000,39,2,256.4102564,256.4102564
29/11/2019,08:00,Kabelo,Primary sump,5000,39,2,256.4102564,256.4102564
29/11/2019,08:00,Kabelo,Primary sump,5000,39,2,256.4102564,256.4102564
29/11/2019,08:00,Kabelo,Primary sump,5000,39,2,256.4102564,256.4102564
29/11/2019,08:00,Kabelo,Primary sump,5000,39,2,256.4102564,256.4102564
07/10/2019,08:00,Pertunia,Primary sump,5000,37,2,270.2702703,270.2702703
07/10/2019,08:00,Pertunia,Primary sump,5000,37,2,270.2702703,270.2702703
12/11/2019,08:00,Kabelo,Primary sump,5000,36,2,277.7777778,277.7777778
02/12/2019,08:00,Kabelo,Primary sump,5000,36,2,277.7777778,277.7777778
02/12/2019,08:00,Kabelo,Primary sump,5000,36,2,277.7777778,277.7777778
02/12/2019,08:00,Kabelo,Primary sump,5000,36,2,277.7777778,277.7777778
14/11/2019,08:00,Kabelo,Primary sump,5000,35,2,285.7142857,285.7142857
14/11/2019,08:00,Kabelo,Primary sump,5000,35,2,285.7142857,285.7142857
13/11/2019,08:00,Kabelo,Primary sump,5000,34,2,294.1176471,294.1176471
28/10/2019,08:00,Kabelo,Primary sump,5000,33,2,303.030303,303.030303
28/10/2019,08:00,Kabelo,Primary sump,5000,33,2,303.030303,303.030303
28/10/2019,08:00,Kabelo,Primary sump,5000,33,2,303.030303,303.030303
27/11/2019,08:00,Kabelo,Primary sump,5000,33,2,303.030303,303.030303
27/11/2019,08:00,Kabelo,Primary sump,5000,33,2,303.030303,303.030303
20/11/2019,12:00,Pertunia,Primary sump,5000,32,2,312.5,312.5
20/11/2019,12:00,Pertunia,Primary sump,5000,32,2,312.5,312.5
23/10/2019,08:00,Pertunia,Primary sump,5000,30,2,333.3333333,333.3333333
06/12/2019,08:00,Justin,Primary sump,5000,30,2,333.3333333,333.3333333
09/12/2019,08:00,Kabelo,Primary sump,5000,29,2,344.8275862,344.8275862
28/02/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
28/02/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
28/02/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
01/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
02/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
06/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
07/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
08/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
09/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
10/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
16/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
20/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
20/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
27/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
28/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
30/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
31/03/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
03/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
03/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
06/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
06/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
12/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
13/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
20/04/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
03/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
05/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
05/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
09/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
09/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
09/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
12/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
12/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
12/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
15/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
17/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
18/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
24/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
26/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
29/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
30/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
31/05/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
02/06/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
05/06/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
20/06/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
21/06/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
27/06/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
30/06/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
10/07/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
25/07/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
28/07/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
02/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
11/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
14/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
15/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
15/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
18/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
21/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
22/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
24/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
25/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
25/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
25/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
25/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
29/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
30/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
31/08/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
01/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
01/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
04/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
06/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
08/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
12/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
20/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
21/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
21/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
26/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
26/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
29/09/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
02/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
03/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
03/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
04/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
04/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
05/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
06/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
06/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
10/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
11/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
11/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
16/10/2017,08:00,Lorna,Primary sump,5000,1,2,400,10000
